-,60,_
2388,Pia,4*,wind,lance,2155,[Resounding_Rendition+Crystalian_Envoy][Vayu],<hp70 & energy>,,attack:735,force_strike:111,skill_1:1372,skill_2:0,skill_3:0,team_buff:0,team_energy:125,s1_energized:44
1925,_c_Pia,4*,wind,lance,2155,[Resounding_Rendition+Crystalian_Envoy][Vayu],!<hp70 & energy>,,attack:761,force_strike:0,skill_1:1163,skill_2:0,skill_3:0,team_buff:0
-,60,k
2627,Pia,4*,wind,lance,2155,[Resounding_Rendition+Crystalian_Envoy][Vayu],<hp70 & energy>,,attack:808,force_strike:122,skill_1:1509,skill_2:0,skill_3:0,team_buff:0,team_energy:137,s1_energized:49
2117,_c_Pia,4*,wind,lance,2155,[Resounding_Rendition+Crystalian_Envoy][Vayu],!<hp70 & energy>,,attack:837,force_strike:0,skill_1:1280,skill_2:0,skill_3:0,team_buff:0
-,60,r
2619,Pia,4*,wind,lance,2155,[Resounding_Rendition+Crystalian_Envoy][Vayu],<hp70 & energy>,,attack:735,force_strike:111,skill_1:1577,skill_2:0,skill_3:0,team_buff:0,team_energy:143,s1_energized:51
2099,_c_Pia,4*,wind,lance,2155,[Resounding_Rendition+Crystalian_Envoy][Vayu],!<hp70 & energy>,,attack:761,force_strike:0,skill_1:1338,skill_2:0,skill_3:0,team_buff:0
-,60,kr
2881,Pia,4*,wind,lance,2155,[Resounding_Rendition+Crystalian_Envoy][Vayu],<hp70 & energy>,,attack:808,force_strike:122,skill_1:1735,skill_2:0,skill_3:0,team_buff:0,team_energy:158,s1_energized:56
2309,_c_Pia,4*,wind,lance,2155,[Resounding_Rendition+Crystalian_Envoy][Vayu],!<hp70 & energy>,,attack:837,force_strike:0,skill_1:1472,skill_2:0,skill_3:0,team_buff:0
-,60,d
2545,Pia,4*,wind,lance,2155,[Resounding_Rendition+Crystalian_Envoy][Vayu],<hp70 & energy>,,attack:783,force_strike:118,skill_1:1461,skill_2:0,skill_3:0,team_buff:0,team_energy:133,s1_energized:47
