-,60,_
3679,Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(2571~4079),<hp70 & 80 resist>,,attack:1080,force_strike:137,skill_1:1324,skill_2:0,skill_3:0,team_buff:0,s2fs:28,bleed:1108
3298,_c_Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(2382~3680),!<hp70 & 80 resist>,,attack:974,force_strike:124,skill_1:1195,skill_2:0,skill_3:0,team_buff:0,s2fs:25,bleed:978
-,60,k
4047,Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(2828~4487),<hp70 & 80 resist>,,attack:1188,force_strike:151,skill_1:1457,skill_2:0,skill_3:0,team_buff:0,s2fs:31,bleed:1219
3628,_c_Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(2621~4048),!<hp70 & 80 resist>,,attack:1072,force_strike:136,skill_1:1314,skill_2:0,skill_3:0,team_buff:0,s2fs:28,bleed:1076
-,60,r
4022,Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(2854~4508),<hp70 & 80 resist>,,attack:1080,force_strike:137,skill_1:1523,skill_2:0,skill_3:0,team_buff:0,s2fs:32,bleed:1248
3635,_c_Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(2647~4067),!<hp70 & 80 resist>,,attack:974,force_strike:124,skill_1:1374,skill_2:0,skill_3:0,team_buff:0,s2fs:29,bleed:1132
-,60,kr
4425,Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(3139~4959),<hp70 & 80 resist>,,attack:1188,force_strike:151,skill_1:1675,skill_2:0,skill_3:0,team_buff:0,s2fs:36,bleed:1373
3999,_c_Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(2912~4474),!<hp70 & 80 resist>,,attack:1072,force_strike:136,skill_1:1511,skill_2:0,skill_3:0,team_buff:0,s2fs:32,bleed:1245
-,60,d
3992,Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(2876~4446),<hp70 & 80 resist>,,attack:1174,force_strike:147,skill_1:1446,skill_2:0,skill_3:0,team_buff:0,s2fs:30,bleed:1192
3602,_c_Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(2595~4011),!<hp70 & 80 resist>,,attack:1060,force_strike:133,skill_1:1305,skill_2:0,skill_3:0,team_buff:0,s2fs:27,bleed:1076
-,60,kd
4391,Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(3163~4890),<hp70 & 80 resist>,,attack:1292,force_strike:162,skill_1:1590,skill_2:0,skill_3:0,team_buff:0,s2fs:33,bleed:1311
3962,_c_Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(2854~4412),!<hp70 & 80 resist>,,attack:1166,force_strike:146,skill_1:1435,skill_2:0,skill_3:0,team_buff:0,s2fs:30,bleed:1183
-,60,b
3776,Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(2824~4055),<hp70 & 80 resist>,,attack:991,force_strike:139,skill_1:1594,skill_2:0,skill_3:0,team_buff:0,s2fs:29,bleed:1021
3416,_c_Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(2660~3658),!<hp70 & 80 resist>,,attack:894,force_strike:125,skill_1:1438,skill_2:0,skill_3:0,team_buff:0,s2fs:26,bleed:930
-,60,kb
4153,Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(3107~4460),<hp70 & 80 resist>,,attack:1090,force_strike:153,skill_1:1754,skill_2:0,skill_3:0,team_buff:0,s2fs:32,bleed:1123
3758,_c_Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(2926~4024),!<hp70 & 80 resist>,,attack:984,force_strike:138,skill_1:1582,skill_2:0,skill_3:0,team_buff:0,s2fs:29,bleed:1024
-,60,rd
4386,Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(3021~4914),<hp70 & 80 resist>,,attack:1174,force_strike:147,skill_1:1663,skill_2:0,skill_3:0,team_buff:0,s2fs:35,bleed:1365
3981,_c_Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(2726~4434),!<hp70 & 80 resist>,,attack:1060,force_strike:133,skill_1:1500,skill_2:0,skill_3:0,team_buff:0,s2fs:31,bleed:1255
-,60,krd
4825,Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(3323~5406),<hp70 & 80 resist>,,attack:1292,force_strike:162,skill_1:1829,skill_2:0,skill_3:0,team_buff:0,s2fs:38,bleed:1501
4379,_c_Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(2998~4877),!<hp70 & 80 resist>,,attack:1166,force_strike:146,skill_1:1650,skill_2:0,skill_3:0,team_buff:0,s2fs:35,bleed:1381
-,60,rb
4179,Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(3078~4493),<hp70 & 80 resist>,,attack:991,force_strike:139,skill_1:1833,skill_2:0,skill_3:0,team_buff:0,s2fs:33,bleed:1180
3762,_c_Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(2906~4054),!<hp70 & 80 resist>,,attack:894,force_strike:125,skill_1:1654,skill_2:0,skill_3:0,team_buff:0,s2fs:30,bleed:1057
-,60,krb
4596,Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(3386~4943),<hp70 & 80 resist>,,attack:1090,force_strike:153,skill_1:2017,skill_2:0,skill_3:0,team_buff:0,s2fs:37,bleed:1298
4139,_c_Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(3197~4460),!<hp70 & 80 resist>,,attack:984,force_strike:138,skill_1:1820,skill_2:0,skill_3:0,team_buff:0,s2fs:33,bleed:1162
-,60,db
4136,Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(3082~4423),<hp70 & 80 resist>,,attack:1080,force_strike:150,skill_1:1742,skill_2:0,skill_3:0,team_buff:0,s2fs:31,bleed:1130
3729,_c_Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(2711~3991),!<hp70 & 80 resist>,,attack:974,force_strike:135,skill_1:1572,skill_2:0,skill_3:0,team_buff:0,s2fs:28,bleed:1017
-,60,kdb
4549,Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(3390~4865),<hp70 & 80 resist>,,attack:1188,force_strike:165,skill_1:1917,skill_2:0,skill_3:0,team_buff:0,s2fs:35,bleed:1243
4102,_c_Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(2983~4390),!<hp70 & 80 resist>,,attack:1072,force_strike:149,skill_1:1729,skill_2:0,skill_3:0,team_buff:0,s2fs:31,bleed:1119
-,60,rdb
4561,Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(3359~4902),<hp70 & 80 resist>,,attack:1080,force_strike:150,skill_1:2004,skill_2:0,skill_3:0,team_buff:0,s2fs:36,bleed:1289
4100,_c_Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(2952~4423),!<hp70 & 80 resist>,,attack:974,force_strike:135,skill_1:1808,skill_2:0,skill_3:0,team_buff:0,s2fs:33,bleed:1147
-,60,krdb
5017,Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(3695~5392),<hp70 & 80 resist>,,attack:1188,force_strike:165,skill_1:2204,skill_2:0,skill_3:0,team_buff:0,s2fs:40,bleed:1418
4510,_c_Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(3247~4865),!<hp70 & 80 resist>,,attack:1072,force_strike:149,skill_1:1989,skill_2:0,skill_3:0,team_buff:0,s2fs:36,bleed:1262
-,120,_
4084,Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(3123~4603),<hp70 & 80 resist>,,attack:1098,force_strike:128,skill_1:1481,skill_2:0,skill_3:0,team_buff:0,s2fs:28,bleed:1347
3698,_c_Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(2738~4153),!<hp70 & 80 resist>,,attack:991,force_strike:115,skill_1:1336,skill_2:0,skill_3:0,team_buff:0,s2fs:26,bleed:1228
-,120,k
4493,Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(3435~5063),<hp70 & 80 resist>,,attack:1208,force_strike:141,skill_1:1629,skill_2:0,skill_3:0,team_buff:0,s2fs:31,bleed:1482
4068,_c_Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(3012~4568),!<hp70 & 80 resist>,,attack:1090,force_strike:127,skill_1:1470,skill_2:0,skill_3:0,team_buff:0,s2fs:28,bleed:1351
-,120,r
4533,Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(3416~5109),<hp70 & 80 resist>,,attack:1098,force_strike:128,skill_1:1703,skill_2:0,skill_3:0,team_buff:0,s2fs:33,bleed:1569
4078,_c_Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(3147~4610),!<hp70 & 80 resist>,,attack:991,force_strike:115,skill_1:1537,skill_2:0,skill_3:0,team_buff:0,s2fs:29,bleed:1403
-,120,kr
4986,Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(3757~5620),<hp70 & 80 resist>,,attack:1208,force_strike:141,skill_1:1874,skill_2:0,skill_3:0,team_buff:0,s2fs:36,bleed:1726
4485,_c_Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(3462~5071),!<hp70 & 80 resist>,,attack:1090,force_strike:127,skill_1:1691,skill_2:0,skill_3:0,team_buff:0,s2fs:32,bleed:1544
-,120,d
4497,Sazanka,4*,shadow,axe,2262,[Kung_Fu_Masters+Crystalian_Envoy][Shinobi];dpsrange:(3421~5037),<hp70 & 80 resist>,,attack:1199,force_strike:138,skill_1:1623,skill_2:0,skill_3:0,team_buff:0,s2fs:30,bleed:1504
