-,60,_
3301,Orion,4*,shadow,dagger,2264,[Twinfold_Bonds+Levins_Champion][Shinobi],<hp70 & hit15>,,attack:858,force_strike:94,skill_1:1120,skill_2:619,skill_3:608,team_buff:0
2542,_c_Orion,4*,shadow,dagger,2264,[Twinfold_Bonds+Levins_Champion][Shinobi],!<hp70 & hit15>,,attack:660,force_strike:72,skill_1:862,skill_2:477,skill_3:468,team_buff:0
-,60,k
3631,Orion,4*,shadow,dagger,2264,[Twinfold_Bonds+Levins_Champion][Shinobi],<hp70 & hit15>,,attack:943,force_strike:104,skill_1:1232,skill_2:681,skill_3:669,team_buff:0
2796,_c_Orion,4*,shadow,dagger,2264,[Twinfold_Bonds+Levins_Champion][Shinobi],!<hp70 & hit15>,,attack:726,force_strike:80,skill_1:949,skill_2:524,skill_3:515,team_buff:0
-,60,r
3653,Orion,4*,shadow,dagger,2264,[Twinfold_Bonds+Levins_Champion][Shinobi],<hp70 & hit15>,,attack:858,force_strike:94,skill_1:1288,skill_2:712,skill_3:699,team_buff:0
2813,_c_Orion,4*,shadow,dagger,2264,[Twinfold_Bonds+Levins_Champion][Shinobi],!<hp70 & hit15>,,attack:660,force_strike:72,skill_1:992,skill_2:548,skill_3:538,team_buff:0
-,60,kr
4018,Orion,4*,shadow,dagger,2264,[Twinfold_Bonds+Levins_Champion][Shinobi],<hp70 & hit15>,,attack:943,force_strike:104,skill_1:1417,skill_2:783,skill_3:769,team_buff:0
3094,_c_Orion,4*,shadow,dagger,2264,[Twinfold_Bonds+Levins_Champion][Shinobi],!<hp70 & hit15>,,attack:726,force_strike:80,skill_1:1091,skill_2:603,skill_3:592,team_buff:0
-,60,d
3301,Orion,4*,shadow,dagger,2264,[Twinfold_Bonds+Levins_Champion][Shinobi],<hp70 & hit15>,,attack:858,force_strike:94,skill_1:1120,skill_2:619,skill_3:608,team_buff:0
2542,_c_Orion,4*,shadow,dagger,2264,[Twinfold_Bonds+Levins_Champion][Shinobi],!<hp70 & hit15>,,attack:660,force_strike:72,skill_1:862,skill_2:477,skill_3:468,team_buff:0
-,60,kd
3631,Orion,4*,shadow,dagger,2264,[Twinfold_Bonds+Levins_Champion][Shinobi],<hp70 & hit15>,,attack:943,force_strike:104,skill_1:1232,skill_2:681,skill_3:669,team_buff:0
2796,_c_Orion,4*,shadow,dagger,2264,[Twinfold_Bonds+Levins_Champion][Shinobi],!<hp70 & hit15>,,attack:726,force_strike:80,skill_1:949,skill_2:524,skill_3:515,team_buff:0
-,60,b
3407,Orion,4*,shadow,dagger,2264,[Twinfold_Bonds+Levins_Champion][Shinobi],<hp70 & hit15>,,attack:854,force_strike:74,skill_1:1278,skill_2:605,skill_3:594,team_buff:0
2624,_c_Orion,4*,shadow,dagger,2264,[Twinfold_Bonds+Levins_Champion][Shinobi],!<hp70 & hit15>,,attack:658,force_strike:57,skill_1:984,skill_2:466,skill_3:458,team_buff:0
-,60,kb
3748,Orion,4*,shadow,dagger,2264,[Twinfold_Bonds+Levins_Champion][Shinobi],<hp70 & hit15>,,attack:940,force_strike:81,skill_1:1405,skill_2:666,skill_3:654,team_buff:0
2886,_c_Orion,4*,shadow,dagger,2264,[Twinfold_Bonds+Levins_Champion][Shinobi],!<hp70 & hit15>,,attack:724,force_strike:62,skill_1:1082,skill_2:513,skill_3:503,team_buff:0
-,60,rd
3653,Orion,4*,shadow,dagger,2264,[Twinfold_Bonds+Levins_Champion][Shinobi],<hp70 & hit15>,,attack:858,force_strike:94,skill_1:1288,skill_2:712,skill_3:699,team_buff:0
2813,_c_Orion,4*,shadow,dagger,2264,[Twinfold_Bonds+Levins_Champion][Shinobi],!<hp70 & hit15>,,attack:660,force_strike:72,skill_1:992,skill_2:548,skill_3:538,team_buff:0
-,60,krd
4018,Orion,4*,shadow,dagger,2264,[Twinfold_Bonds+Levins_Champion][Shinobi],<hp70 & hit15>,,attack:943,force_strike:104,skill_1:1417,skill_2:783,skill_3:769,team_buff:0
3094,_c_Orion,4*,shadow,dagger,2264,[Twinfold_Bonds+Levins_Champion][Shinobi],!<hp70 & hit15>,,attack:726,force_strike:80,skill_1:1091,skill_2:603,skill_3:592,team_buff:0
-,60,rb
3779,Orion,4*,shadow,dagger,2264,[Twinfold_Bonds+Levins_Champion][Shinobi],<hp70 & hit15>,,attack:854,force_strike:74,skill_1:1469,skill_2:696,skill_3:684,team_buff:0
2910,_c_Orion,4*,shadow,dagger,2264,[Twinfold_Bonds+Levins_Champion][Shinobi],!<hp70 & hit15>,,attack:658,force_strike:57,skill_1:1131,skill_2:536,skill_3:526,team_buff:0
-,60,krb
