-,sp,_
7145,Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(7037~7185),<energy & hit15 & hp1>,1hp;,attack:1414,force_strike:32,skill_1:2251,skill_2:0,skill_3:886,team_buff:0,s1_energized:63,s1_crisis:2251,s3_energized:80,s1_crisis_energized:164
3145,_c_Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(3145~3145),!<energy & hit15 & hp1>,1hp;,attack:957,force_strike:20,skill_1:1602,skill_2:0,skill_3:564,team_buff:0
-,sp,k
7145,Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(7741~7904),<energy & hit15 & hp1>,1hp;,attack:1414,force_strike:32,skill_1:2251,skill_2:0,skill_3:886,team_buff:0,s1_energized:63,s1_crisis:2251,s3_energized:80,s1_crisis_energized:164
3145,_c_Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(3145~3145),!<energy & hit15 & hp1>,1hp;,attack:957,force_strike:20,skill_1:1602,skill_2:0,skill_3:564,team_buff:0
-,sp,r
7999,Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(7871~8046),<energy & hit15 & hp1>,1hp;,attack:1414,force_strike:32,skill_1:2589,skill_2:0,skill_3:1019,team_buff:0,s1_energized:72,s1_crisis:2589,s3_energized:93,s1_crisis_energized:188
3470,_c_Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(3470~3470),!<energy & hit15 & hp1>,1hp;,attack:957,force_strike:20,skill_1:1842,skill_2:0,skill_3:649,team_buff:0
-,sp,kr
7999,Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(8659~8851),<energy & hit15 & hp1>,1hp;,attack:1414,force_strike:32,skill_1:2589,skill_2:0,skill_3:1019,team_buff:0,s1_energized:72,s1_crisis:2589,s3_energized:93,s1_crisis_energized:188
3470,_c_Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(3470~3470),!<energy & hit15 & hp1>,1hp;,attack:957,force_strike:20,skill_1:1842,skill_2:0,skill_3:649,team_buff:0
-,sp,d
7636,Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(7523~7681),<energy & hit15 & hp1>,1hp;,attack:1512,force_strike:34,skill_1:2407,skill_2:0,skill_3:948,team_buff:0,s1_energized:66,s1_crisis:2407,s3_energized:86,s1_crisis_energized:174
3362,_c_Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(3362~3362),!<energy & hit15 & hp1>,1hp;,attack:1023,force_strike:22,skill_1:1713,skill_2:0,skill_3:603,team_buff:0
-,sp,kd
7636,Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(8275~8450),<energy & hit15 & hp1>,1hp;,attack:1512,force_strike:34,skill_1:2407,skill_2:0,skill_3:948,team_buff:0,s1_energized:66,s1_crisis:2407,s3_energized:86,s1_crisis_energized:174
3362,_c_Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(3362~3362),!<energy & hit15 & hp1>,1hp;,attack:1023,force_strike:22,skill_1:1713,skill_2:0,skill_3:603,team_buff:0
-,sp,b
7556,Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(7452~7608),<energy & hit15 & hp1>,1hp;,attack:1433,force_strike:0,skill_1:2452,skill_2:0,skill_3:885,team_buff:0,s1_energized:90,s1_crisis:2452,s3_energized:49,s1_crisis_energized:192
3173,_c_Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(3173~3173),!<energy & hit15 & hp1>,1hp;,attack:981,force_strike:0,skill_1:1614,skill_2:0,skill_3:577,team_buff:0
-,sp,kb
7556,Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(8197~8368),<energy & hit15 & hp1>,1hp;,attack:1433,force_strike:0,skill_1:2452,skill_2:0,skill_3:885,team_buff:0,s1_energized:90,s1_crisis:2452,s3_energized:49,s1_crisis_energized:192
3173,_c_Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(3173~3173),!<energy & hit15 & hp1>,1hp;,attack:981,force_strike:0,skill_1:1614,skill_2:0,skill_3:577,team_buff:0
-,sp,rd
8553,Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(8429~8602),<energy & hit15 & hp1>,1hp;,attack:1512,force_strike:34,skill_1:2768,skill_2:0,skill_3:1090,team_buff:0,s1_energized:78,s1_crisis:2768,s3_energized:98,s1_crisis_energized:203
3710,_c_Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(3710~3710),!<energy & hit15 & hp1>,1hp;,attack:1023,force_strike:22,skill_1:1970,skill_2:0,skill_3:694,team_buff:0
-,sp,krd
8553,Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(9272~9462),<energy & hit15 & hp1>,1hp;,attack:1512,force_strike:34,skill_1:2768,skill_2:0,skill_3:1090,team_buff:0,s1_energized:78,s1_crisis:2768,s3_energized:98,s1_crisis_energized:203
3710,_c_Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(3710~3710),!<energy & hit15 & hp1>,1hp;,attack:1023,force_strike:22,skill_1:1970,skill_2:0,skill_3:694,team_buff:0
-,sp,rb
8477,Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(8355~8534),<energy & hit15 & hp1>,1hp;,attack:1433,force_strike:0,skill_1:2820,skill_2:0,skill_3:1018,team_buff:0,s1_energized:104,s1_crisis:2820,s3_energized:56,s1_crisis_energized:223
3502,_c_Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(3502~3502),!<energy & hit15 & hp1>,1hp;,attack:981,force_strike:0,skill_1:1856,skill_2:0,skill_3:664,team_buff:0
-,sp,krb
8477,Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(9190~9387),<energy & hit15 & hp1>,1hp;,attack:1433,force_strike:0,skill_1:2820,skill_2:0,skill_3:1018,team_buff:0,s1_energized:104,s1_crisis:2820,s3_energized:56,s1_crisis_energized:223
3502,_c_Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(3502~3502),!<energy & hit15 & hp1>,1hp;,attack:981,force_strike:0,skill_1:1856,skill_2:0,skill_3:664,team_buff:0
-,sp,db
8077,Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(7966~8133),<energy & hit15 & hp1>,1hp;,attack:1532,force_strike:0,skill_1:2621,skill_2:0,skill_3:947,team_buff:0,s1_energized:96,s1_crisis:2621,s3_energized:52,s1_crisis_energized:204
3392,_c_Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(3392~3392),!<energy & hit15 & hp1>,1hp;,attack:1049,force_strike:0,skill_1:1725,skill_2:0,skill_3:617,team_buff:0
-,sp,kdb
8077,Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(8763~8946),<energy & hit15 & hp1>,1hp;,attack:1532,force_strike:0,skill_1:2621,skill_2:0,skill_3:947,team_buff:0,s1_energized:96,s1_crisis:2621,s3_energized:52,s1_crisis_energized:204
3392,_c_Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(3392~3392),!<energy & hit15 & hp1>,1hp;,attack:1049,force_strike:0,skill_1:1725,skill_2:0,skill_3:617,team_buff:0
-,sp,rdb
9061,Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(8941~9123),<energy & hit15 & hp1>,1hp;,attack:1532,force_strike:0,skill_1:3015,skill_2:0,skill_3:1089,team_buff:0,s1_energized:111,s1_crisis:3015,s3_energized:60,s1_crisis_energized:237
3744,_c_Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(3744~3744),!<energy & hit15 & hp1>,1hp;,attack:1049,force_strike:0,skill_1:1984,skill_2:0,skill_3:710,team_buff:0
-,sp,krdb
9061,Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(9835~10035),<energy & hit15 & hp1>,1hp;,attack:1532,force_strike:0,skill_1:3015,skill_2:0,skill_3:1089,team_buff:0,s1_energized:111,s1_crisis:3015,s3_energized:60,s1_crisis_energized:237
3744,_c_Natalie,5星,暗,刀,2419,[Heralds_of_Hinomoto+FoG][Shinobi];dpsrange:(3744~3744),!<energy & hit15 & hp1>,1hp;,attack:1049,force_strike:0,skill_1:1984,skill_2:0,skill_3:710,team_buff:0
