-,60,_
3278,Kuhai,4*,wind,sword,2994,[Stellar_Show+Resounding_Rendition][Zephyr],<huge hitbox eneny & hp70>,c2+fs during s2,attack:743,force_strike:71,skill_1:1033,skill_2:0,skill_3:0,team_buff:0,fs_alt:0,fs_alt_hit2:476,fs_alt_hit3:476,fs_alt_hit1:476
2175,_c_Kuhai,4*,wind,sword,2994,[Stellar_Show+Resounding_Rendition][Zephyr],!<huge hitbox eneny & hp70>,c2+fs during s2,attack:519,force_strike:131,skill_1:794,skill_2:0,skill_3:0,team_buff:0,fs_alt:0,fs_alt_hit2:364,fs_alt_hit1:364
-,60,k
3606,Kuhai,4*,wind,sword,2994,[Stellar_Show+Resounding_Rendition][Zephyr],<huge hitbox eneny & hp70>,c2+fs during s2,attack:817,force_strike:78,skill_1:1136,skill_2:0,skill_3:0,team_buff:0,fs_alt:0,fs_alt_hit2:524,fs_alt_hit3:524,fs_alt_hit1:524
2393,_c_Kuhai,4*,wind,sword,2994,[Stellar_Show+Resounding_Rendition][Zephyr],!<huge hitbox eneny & hp70>,c2+fs during s2,attack:571,force_strike:144,skill_1:873,skill_2:0,skill_3:0,team_buff:0,fs_alt:0,fs_alt_hit2:401,fs_alt_hit1:401
-,60,r
3433,Kuhai,4*,wind,sword,2994,[Stellar_Show+Resounding_Rendition][Zephyr],<huge hitbox eneny & hp70>,c2+fs during s2,attack:743,force_strike:71,skill_1:1188,skill_2:0,skill_3:0,team_buff:0,fs_alt:0,fs_alt_hit2:476,fs_alt_hit3:476,fs_alt_hit1:476
2294,_c_Kuhai,4*,wind,sword,2994,[Stellar_Show+Resounding_Rendition][Zephyr],!<huge hitbox eneny & hp70>,c2+fs during s2,attack:519,force_strike:131,skill_1:913,skill_2:0,skill_3:0,team_buff:0,fs_alt:0,fs_alt_hit2:364,fs_alt_hit1:364
-,60,kr
3776,Kuhai,4*,wind,sword,2994,[Stellar_Show+Resounding_Rendition][Zephyr],<huge hitbox eneny & hp70>,c2+fs during s2,attack:817,force_strike:78,skill_1:1307,skill_2:0,skill_3:0,team_buff:0,fs_alt:0,fs_alt_hit2:524,fs_alt_hit3:524,fs_alt_hit1:524
2524,_c_Kuhai,4*,wind,sword,2994,[Stellar_Show+Resounding_Rendition][Zephyr],!<huge hitbox eneny & hp70>,c2+fs during s2,attack:571,force_strike:144,skill_1:1004,skill_2:0,skill_3:0,team_buff:0,fs_alt:0,fs_alt_hit2:401,fs_alt_hit1:401
-,60,d
3588,Kuhai,4*,wind,sword,2994,[Stellar_Show+Resounding_Rendition][Zephyr],<huge hitbox eneny & hp70>,c2+fs during s2,attack:814,force_strike:79,skill_1:1131,skill_2:0,skill_3:0,team_buff:0,fs_alt:0,fs_alt_hit2:521,fs_alt_hit3:521,fs_alt_hit1:521
2375,_c_Kuhai,4*,wind,sword,2994,[Stellar_Show+Resounding_Rendition][Zephyr],!<huge hitbox eneny & hp70>,c2+fs during s2,attack:568,force_strike:144,skill_1:867,skill_2:0,skill_3:0,team_buff:0,fs_alt:0,fs_alt_hit2:397,fs_alt_hit1:397
-,60,kd
3946,Kuhai,4*,wind,sword,2994,[Stellar_Show+Resounding_Rendition][Zephyr],<huge hitbox eneny & hp70>,c2+fs during s2,attack:895,force_strike:87,skill_1:1244,skill_2:0,skill_3:0,team_buff:0,fs_alt:0,fs_alt_hit2:573,fs_alt_hit3:573,fs_alt_hit1:573
2612,_c_Kuhai,4*,wind,sword,2994,[Stellar_Show+Resounding_Rendition][Zephyr],!<huge hitbox eneny & hp70>,c2+fs during s2,attack:625,force_strike:158,skill_1:954,skill_2:0,skill_3:0,team_buff:0,fs_alt:0,fs_alt_hit2:437,fs_alt_hit1:437
-,60,b
3108,Kuhai,4*,wind,sword,2994,[Stellar_Show+Resounding_Rendition][Zephyr],<huge hitbox eneny & hp70>,c2+fs during s2,attack:740,force_strike:47,skill_1:1179,skill_2:0,skill_3:0,team_buff:0,fs_alt:0,fs_alt_hit2:380,fs_alt_hit3:380,fs_alt_hit1:380
2189,_c_Kuhai,4*,wind,sword,2994,[Stellar_Show+Resounding_Rendition][Zephyr],!<huge hitbox eneny & hp70>,c2+fs during s2,attack:446,force_strike:87,skill_1:928,skill_2:0,skill_3:0,team_buff:0,fs_alt:0,fs_alt_hit2:363,fs_alt_hit1:363
-,60,kb
3418,Kuhai,4*,wind,sword,2994,[Stellar_Show+Resounding_Rendition][Zephyr],<huge hitbox eneny & hp70>,c2+fs during s2,attack:814,force_strike:52,skill_1:1297,skill_2:0,skill_3:0,team_buff:0,fs_alt:0,fs_alt_hit2:418,fs_alt_hit3:418,fs_alt_hit1:418
2408,_c_Kuhai,4*,wind,sword,2994,[Stellar_Show+Resounding_Rendition][Zephyr],!<huge hitbox eneny & hp70>,c2+fs during s2,attack:490,force_strike:96,skill_1:1020,skill_2:0,skill_3:0,team_buff:0,fs_alt:0,fs_alt_hit2:400,fs_alt_hit1:400
-,60,rd
3757,Kuhai,4*,wind,sword,2994,[Stellar_Show+Resounding_Rendition][Zephyr],<huge hitbox eneny & hp70>,c2+fs during s2,attack:814,force_strike:79,skill_1:1301,skill_2:0,skill_3:0,team_buff:0,fs_alt:0,fs_alt_hit2:521,fs_alt_hit3:521,fs_alt_hit1:521
2505,_c_Kuhai,4*,wind,sword,2994,[Stellar_Show+Resounding_Rendition][Zephyr],!<huge hitbox eneny & hp70>,c2+fs during s2,attack:568,force_strike:144,skill_1:997,skill_2:0,skill_3:0,team_buff:0,fs_alt:0,fs_alt_hit2:397,fs_alt_hit1:397
-,60,krd
4133,Kuhai,4*,wind,sword,2994,[Stellar_Show+Resounding_Rendition][Zephyr],<huge hitbox eneny & hp70>,c2+fs during s2,attack:895,force_strike:87,skill_1:1431,skill_2:0,skill_3:0,team_buff:0,fs_alt:0,fs_alt_hit2:573,fs_alt_hit3:573,fs_alt_hit1:573
