-,60,_
3180,Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],<energy & hit15>,,attack:1431,force_strike:0,skill_1:1135,skill_2:0,skill_3:367,team_buff:0,team_energy:114,s3_energized:131
2465,_c_Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],!<energy & hit15>,,attack:1224,force_strike:0,skill_1:964,skill_2:0,skill_3:276,team_buff:0
-,60,k
3498,Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],<energy & hit15>,,attack:1574,force_strike:0,skill_1:1248,skill_2:0,skill_3:404,team_buff:0,team_energy:126,s3_energized:144
2711,_c_Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],!<energy & hit15>,,attack:1346,force_strike:0,skill_1:1060,skill_2:0,skill_3:304,team_buff:0
-,60,r
3180,Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],<energy & hit15>,,attack:1431,force_strike:0,skill_1:1135,skill_2:0,skill_3:367,team_buff:0,team_energy:114,s3_energized:131
2465,_c_Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],!<energy & hit15>,,attack:1224,force_strike:0,skill_1:964,skill_2:0,skill_3:276,team_buff:0
-,60,kr
3498,Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],<energy & hit15>,,attack:1574,force_strike:0,skill_1:1248,skill_2:0,skill_3:404,team_buff:0,team_energy:126,s3_energized:144
2711,_c_Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],!<energy & hit15>,,attack:1346,force_strike:0,skill_1:1060,skill_2:0,skill_3:304,team_buff:0
-,60,d
3400,Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],<energy & hit15>,,attack:1529,force_strike:0,skill_1:1213,skill_2:0,skill_3:393,team_buff:0,team_energy:123,s3_energized:140
2635,_c_Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],!<energy & hit15>,,attack:1308,force_strike:0,skill_1:1030,skill_2:0,skill_3:295,team_buff:0
-,60,kd
3740,Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],<energy & hit15>,,attack:1682,force_strike:0,skill_1:1334,skill_2:0,skill_3:432,team_buff:0,team_energy:135,s3_energized:154
2898,_c_Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],!<energy & hit15>,,attack:1439,force_strike:0,skill_1:1133,skill_2:0,skill_3:325,team_buff:0
-,60,b
3211,Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],<energy & hit15>,,attack:1315,force_strike:0,skill_1:1354,skill_2:0,skill_3:281,team_buff:0,team_energy:143,s1_energized:116
2537,_c_Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],!<energy & hit15>,,attack:1127,force_strike:0,skill_1:1159,skill_2:0,skill_3:250,team_buff:0
-,60,kb
3532,Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],<energy & hit15>,,attack:1446,force_strike:0,skill_1:1489,skill_2:0,skill_3:309,team_buff:0,team_energy:158,s1_energized:128
2791,_c_Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],!<energy & hit15>,,attack:1240,force_strike:0,skill_1:1275,skill_2:0,skill_3:275,team_buff:0
-,60,rd
3400,Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],<energy & hit15>,,attack:1529,force_strike:0,skill_1:1213,skill_2:0,skill_3:393,team_buff:0,team_energy:123,s3_energized:140
2635,_c_Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],!<energy & hit15>,,attack:1308,force_strike:0,skill_1:1030,skill_2:0,skill_3:295,team_buff:0
-,60,krd
3740,Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],<energy & hit15>,,attack:1682,force_strike:0,skill_1:1334,skill_2:0,skill_3:432,team_buff:0,team_energy:135,s3_energized:154
2898,_c_Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],!<energy & hit15>,,attack:1439,force_strike:0,skill_1:1133,skill_2:0,skill_3:325,team_buff:0
-,60,rb
3211,Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],<energy & hit15>,,attack:1315,force_strike:0,skill_1:1354,skill_2:0,skill_3:281,team_buff:0,team_energy:143,s1_energized:116
2537,_c_Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],!<energy & hit15>,,attack:1127,force_strike:0,skill_1:1159,skill_2:0,skill_3:250,team_buff:0
-,60,krb
3532,Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],<energy & hit15>,,attack:1446,force_strike:0,skill_1:1489,skill_2:0,skill_3:309,team_buff:0,team_energy:158,s1_energized:128
2791,_c_Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],!<energy & hit15>,,attack:1240,force_strike:0,skill_1:1275,skill_2:0,skill_3:275,team_buff:0
-,60,db
3433,Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],<energy & hit15>,,attack:1406,force_strike:0,skill_1:1448,skill_2:0,skill_3:300,team_buff:0,team_energy:153,s1_energized:124
2712,_c_Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],!<energy & hit15>,,attack:1205,force_strike:0,skill_1:1239,skill_2:0,skill_3:267,team_buff:0
-,60,kdb
3776,Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],<energy & hit15>,,attack:1546,force_strike:0,skill_1:1592,skill_2:0,skill_3:331,team_buff:0,team_energy:169,s1_energized:136
2983,_c_Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],!<energy & hit15>,,attack:1326,force_strike:0,skill_1:1363,skill_2:0,skill_3:294,team_buff:0
-,60,rdb
3433,Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],<energy & hit15>,,attack:1406,force_strike:0,skill_1:1448,skill_2:0,skill_3:300,team_buff:0,team_energy:153,s1_energized:124
2712,_c_Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],!<energy & hit15>,,attack:1205,force_strike:0,skill_1:1239,skill_2:0,skill_3:267,team_buff:0
-,60,krdb
3776,Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],<energy & hit15>,,attack:1546,force_strike:0,skill_1:1592,skill_2:0,skill_3:331,team_buff:0,team_energy:169,s1_energized:136
2983,_c_Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],!<energy & hit15>,,attack:1326,force_strike:0,skill_1:1363,skill_2:0,skill_3:294,team_buff:0
-,120,_
3482,Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],<energy & hit15>,,attack:1458,force_strike:0,skill_1:1164,skill_2:0,skill_3:548,team_buff:0,team_energy:114,s3_energized:195
2606,_c_Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],!<energy & hit15>,,attack:1225,force_strike:0,skill_1:968,skill_2:0,skill_3:412,team_buff:0
-,120,k
3830,Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],<energy & hit15>,,attack:1604,force_strike:0,skill_1:1281,skill_2:0,skill_3:602,team_buff:0,team_energy:126,s3_energized:215
2866,_c_Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],!<energy & hit15>,,attack:1348,force_strike:0,skill_1:1065,skill_2:0,skill_3:453,team_buff:0
-,120,r
3482,Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],<energy & hit15>,,attack:1458,force_strike:0,skill_1:1164,skill_2:0,skill_3:548,team_buff:0,team_energy:114,s3_energized:195
2606,_c_Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],!<energy & hit15>,,attack:1225,force_strike:0,skill_1:968,skill_2:0,skill_3:412,team_buff:0
-,120,kr
3830,Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],<energy & hit15>,,attack:1604,force_strike:0,skill_1:1281,skill_2:0,skill_3:602,team_buff:0,team_energy:126,s3_energized:215
2866,_c_Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],!<energy & hit15>,,attack:1348,force_strike:0,skill_1:1065,skill_2:0,skill_3:453,team_buff:0
-,120,d
3723,Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],<energy & hit15>,,attack:1559,force_strike:0,skill_1:1245,skill_2:0,skill_3:585,team_buff:0,team_energy:123,s3_energized:209
2786,_c_Lucretia,5*,light,wand,3161,[Candy_Couriers+Flash_of_Genius][Cupid],!<energy & hit15>,,attack:1310,force_strike:0,skill_1:1035,skill_2:0,skill_3:440,team_buff:0
-,120,kd
