-,60,_
3785,Lea,5*,flame,sword,2902,[The_Shining_Overlord+Elegant_Escort][Apollo],<0 resist>,c2+fs,attack:772,force_strike:859,skill_1:1290,skill_2:0,skill_3:432,team_buff:0,s1_burn:429
2339,_c_Lea,5*,flame,sword,2902,[The_Shining_Overlord+Elegant_Escort][Apollo],!<0 resist>,c2+fs,attack:542,force_strike:603,skill_1:905,skill_2:0,skill_3:288,team_buff:0,s1_burn:0
-,60,k
4163,Lea,5*,flame,sword,2902,[The_Shining_Overlord+Elegant_Escort][Apollo],<0 resist>,c2+fs,attack:849,force_strike:945,skill_1:1419,skill_2:0,skill_3:476,team_buff:0,s1_burn:472
2573,_c_Lea,5*,flame,sword,2902,[The_Shining_Overlord+Elegant_Escort][Apollo],!<0 resist>,c2+fs,attack:596,force_strike:663,skill_1:996,skill_2:0,skill_3:317,team_buff:0,s1_burn:0
-,60,r
4108,Lea,5*,flame,sword,2902,[The_Shining_Overlord+Elegant_Escort][Apollo],<0 resist>,c2+fs,attack:772,force_strike:859,skill_1:1484,skill_2:0,skill_3:497,team_buff:0,s1_burn:494
2518,_c_Lea,5*,flame,sword,2902,[The_Shining_Overlord+Elegant_Escort][Apollo],!<0 resist>,c2+fs,attack:542,force_strike:603,skill_1:1041,skill_2:0,skill_3:331,team_buff:0,s1_burn:0
-,60,kr
4519,Lea,5*,flame,sword,2902,[The_Shining_Overlord+Elegant_Escort][Apollo],<0 resist>,c2+fs,attack:849,force_strike:945,skill_1:1632,skill_2:0,skill_3:547,team_buff:0,s1_burn:543
2770,_c_Lea,5*,flame,sword,2902,[The_Shining_Overlord+Elegant_Escort][Apollo],!<0 resist>,c2+fs,attack:596,force_strike:663,skill_1:1145,skill_2:0,skill_3:364,team_buff:0,s1_burn:0
-,60,d
4046,Lea,5*,flame,sword,2902,[The_Shining_Overlord+Elegant_Escort][Apollo],<0 resist>,c2+fs,attack:825,force_strike:918,skill_1:1379,skill_2:0,skill_3:462,team_buff:0,s1_burn:459
2500,_c_Lea,5*,flame,sword,2902,[The_Shining_Overlord+Elegant_Escort][Apollo],!<0 resist>,c2+fs,attack:579,force_strike:644,skill_1:968,skill_2:0,skill_3:308,team_buff:0,s1_burn:0
-,60,kd
4451,Lea,5*,flame,sword,2902,[The_Shining_Overlord+Elegant_Escort][Apollo],<0 resist>,c2+fs,attack:908,force_strike:1010,skill_1:1517,skill_2:0,skill_3:508,team_buff:0,s1_burn:505
2751,_c_Lea,5*,flame,sword,2902,[The_Shining_Overlord+Elegant_Escort][Apollo],!<0 resist>,c2+fs,attack:637,force_strike:709,skill_1:1065,skill_2:0,skill_3:339,team_buff:0,s1_burn:0
-,60,b
3861,Lea,5*,flame,sword,2323,[The_Shining_Overlord+Elegant_Escort][Sakuya],<0 resist>,c2+fs,attack:500,force_strike:545,skill_1:1720,skill_2:0,skill_3:496,team_buff:0,s1_burn:598
2581,_c_Lea,5*,flame,sword,2323,[The_Shining_Overlord+Elegant_Escort][Sakuya],!<0 resist>,c2+fs,attack:397,force_strike:433,skill_1:1368,skill_2:0,skill_3:381,team_buff:0,s1_burn:0
-,60,kb
4247,Lea,5*,flame,sword,2323,[The_Shining_Overlord+Elegant_Escort][Sakuya],<0 resist>,c2+fs,attack:550,force_strike:600,skill_1:1892,skill_2:0,skill_3:545,team_buff:0,s1_burn:657
2839,_c_Lea,5*,flame,sword,2323,[The_Shining_Overlord+Elegant_Escort][Sakuya],!<0 resist>,c2+fs,attack:436,force_strike:476,skill_1:1505,skill_2:0,skill_3:419,team_buff:0,s1_burn:0
-,60,rd
4391,Lea,5*,flame,sword,2902,[The_Shining_Overlord+Elegant_Escort][Apollo],<0 resist>,c2+fs,attack:825,force_strike:918,skill_1:1586,skill_2:0,skill_3:532,team_buff:0,s1_burn:528
2692,_c_Lea,5*,flame,sword,2902,[The_Shining_Overlord+Elegant_Escort][Apollo],!<0 resist>,c2+fs,attack:579,force_strike:644,skill_1:1113,skill_2:0,skill_3:354,team_buff:0,s1_burn:0
-,60,krd
4831,Lea,5*,flame,sword,2902,[The_Shining_Overlord+Elegant_Escort][Apollo],<0 resist>,c2+fs,attack:908,force_strike:1010,skill_1:1745,skill_2:0,skill_3:585,team_buff:0,s1_burn:581
2961,_c_Lea,5*,flame,sword,2902,[The_Shining_Overlord+Elegant_Escort][Apollo],!<0 resist>,c2+fs,attack:637,force_strike:709,skill_1:1224,skill_2:0,skill_3:390,team_buff:0,s1_burn:0
-,60,rb
4283,Lea,5*,flame,sword,2323,[The_Shining_Overlord+Elegant_Escort][Sakuya],<0 resist>,c2+fs,attack:500,force_strike:545,skill_1:1978,skill_2:0,skill_3:570,team_buff:0,s1_burn:687
2843,_c_Lea,5*,flame,sword,2323,[The_Shining_Overlord+Elegant_Escort][Sakuya],!<0 resist>,c2+fs,attack:397,force_strike:433,skill_1:1574,skill_2:0,skill_3:438,team_buff:0,s1_burn:0
-,60,krb
4711,Lea,5*,flame,sword,2323,[The_Shining_Overlord+Elegant_Escort][Sakuya],<0 resist>,c2+fs,attack:550,force_strike:600,skill_1:2176,skill_2:0,skill_3:627,team_buff:0,s1_burn:756
3128,_c_Lea,5*,flame,sword,2323,[The_Shining_Overlord+Elegant_Escort][Sakuya],!<0 resist>,c2+fs,attack:436,force_strike:476,skill_1:1731,skill_2:0,skill_3:482,team_buff:0,s1_burn:0
-,60,db
4127,Lea,5*,flame,sword,2323,[The_Shining_Overlord+Elegant_Escort][Sakuya],<0 resist>,c2+fs,attack:534,force_strike:583,skill_1:1839,skill_2:0,skill_3:530,team_buff:0,s1_burn:639
2759,_c_Lea,5*,flame,sword,2323,[The_Shining_Overlord+Elegant_Escort][Sakuya],!<0 resist>,c2+fs,attack:424,force_strike:463,skill_1:1463,skill_2:0,skill_3:407,team_buff:0,s1_burn:0
-,60,kdb
