-,60,_
2812,Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:574,force_strike:353,skill_1:1329,skill_2:0,skill_3:292,team_buff:0,s2_fs:74,s1_boost:187
1904,_c_Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],!<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:642,force_strike:0,skill_1:871,skill_2:0,skill_3:389,team_buff:0,s1_boost:0
-,60,k
3093,Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:632,force_strike:388,skill_1:1462,skill_2:0,skill_3:321,team_buff:0,s2_fs:82,s1_boost:205
2094,_c_Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],!<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:707,force_strike:0,skill_1:958,skill_2:0,skill_3:428,team_buff:0,s1_boost:0
-,60,r
3094,Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:574,force_strike:353,skill_1:1529,skill_2:0,skill_3:336,team_buff:0,s2_fs:85,s1_boost:215
2093,_c_Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],!<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:642,force_strike:0,skill_1:1002,skill_2:0,skill_3:448,team_buff:0,s1_boost:0
-,60,kr
3404,Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:632,force_strike:388,skill_1:1682,skill_2:0,skill_3:370,team_buff:0,s2_fs:94,s1_boost:236
2302,_c_Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],!<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:707,force_strike:0,skill_1:1102,skill_2:0,skill_3:492,team_buff:0,s1_boost:0
-,60,d
2996,Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:612,force_strike:376,skill_1:1416,skill_2:0,skill_3:311,team_buff:0,s2_fs:79,s1_boost:199
2035,_c_Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],!<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:687,force_strike:0,skill_1:931,skill_2:0,skill_3:416,team_buff:0,s1_boost:0
-,60,kd
3295,Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:673,force_strike:414,skill_1:1558,skill_2:0,skill_3:342,team_buff:0,s2_fs:87,s1_boost:219
2239,_c_Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],!<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:755,force_strike:0,skill_1:1024,skill_2:0,skill_3:458,team_buff:0,s1_boost:0
-,60,b
2812,Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:574,force_strike:353,skill_1:1329,skill_2:0,skill_3:292,team_buff:0,s2_fs:74,s1_boost:187
1904,_c_Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],!<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:642,force_strike:0,skill_1:871,skill_2:0,skill_3:389,team_buff:0,s1_boost:0
-,60,kb
3093,Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:632,force_strike:388,skill_1:1462,skill_2:0,skill_3:321,team_buff:0,s2_fs:82,s1_boost:205
2094,_c_Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],!<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:707,force_strike:0,skill_1:958,skill_2:0,skill_3:428,team_buff:0,s1_boost:0
-,60,rd
3297,Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:612,force_strike:376,skill_1:1629,skill_2:0,skill_3:358,team_buff:0,s2_fs:91,s1_boost:229
2237,_c_Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],!<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:687,force_strike:0,skill_1:1071,skill_2:0,skill_3:479,team_buff:0,s1_boost:0
-,60,krd
3627,Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:673,force_strike:414,skill_1:1792,skill_2:0,skill_3:394,team_buff:0,s2_fs:100,s1_boost:252
2461,_c_Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],!<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:755,force_strike:0,skill_1:1178,skill_2:0,skill_3:526,team_buff:0,s1_boost:0
-,60,rb
3094,Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:574,force_strike:353,skill_1:1529,skill_2:0,skill_3:336,team_buff:0,s2_fs:85,s1_boost:215
2093,_c_Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],!<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:642,force_strike:0,skill_1:1002,skill_2:0,skill_3:448,team_buff:0,s1_boost:0
-,60,krb
3404,Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:632,force_strike:388,skill_1:1682,skill_2:0,skill_3:370,team_buff:0,s2_fs:94,s1_boost:236
2302,_c_Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],!<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:707,force_strike:0,skill_1:1102,skill_2:0,skill_3:492,team_buff:0,s1_boost:0
-,60,db
2996,Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:612,force_strike:376,skill_1:1416,skill_2:0,skill_3:311,team_buff:0,s2_fs:79,s1_boost:199
2035,_c_Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],!<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:687,force_strike:0,skill_1:931,skill_2:0,skill_3:416,team_buff:0,s1_boost:0
-,60,kdb
3295,Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:673,force_strike:414,skill_1:1558,skill_2:0,skill_3:342,team_buff:0,s2_fs:87,s1_boost:219
2239,_c_Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],!<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:755,force_strike:0,skill_1:1024,skill_2:0,skill_3:458,team_buff:0,s1_boost:0
-,60,rdb
3297,Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:612,force_strike:376,skill_1:1629,skill_2:0,skill_3:358,team_buff:0,s2_fs:91,s1_boost:229
2237,_c_Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],!<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:687,force_strike:0,skill_1:1071,skill_2:0,skill_3:479,team_buff:0,s1_boost:0
-,60,krdb
3627,Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:673,force_strike:414,skill_1:1792,skill_2:0,skill_3:394,team_buff:0,s2_fs:100,s1_boost:252
2461,_c_Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],!<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:755,force_strike:0,skill_1:1178,skill_2:0,skill_3:526,team_buff:0,s1_boost:0
-,120,_
2675,Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:554,force_strike:336,skill_1:1213,skill_2:0,skill_3:389,team_buff:0,s2_fs:86,s1_boost:95
1992,_c_Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],!<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:635,force_strike:0,skill_1:964,skill_2:0,skill_3:392,team_buff:0,s1_boost:0
-,120,k
2943,Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:609,force_strike:370,skill_1:1335,skill_2:0,skill_3:427,team_buff:0,s2_fs:95,s1_boost:104
2192,_c_Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],!<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:699,force_strike:0,skill_1:1061,skill_2:0,skill_3:431,team_buff:0,s1_boost:0
-,120,r
2943,Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:554,force_strike:336,skill_1:1395,skill_2:0,skill_3:447,team_buff:0,s2_fs:99,s1_boost:109
2196,_c_Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],!<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:635,force_strike:0,skill_1:1109,skill_2:0,skill_3:451,team_buff:0,s1_boost:0
-,120,kr
3237,Nefaria,5星,暗,弓,2226,[RR+FoG][Shinobi],<c4+fs & hp70 & hit15 & fullhp=blind & 80 resist>,,attack:609,force_strike:370,skill_1:1535,skill_2:0,skill_3:492,team_buff:0,s2_fs:109,s1_boost:120
