-,60,_
3261,Xuanzang,4星,火,枪,3017,[RR+CE],<hp70>,,attack:1098,force_strike:141,skill_1:1080,skill_2:0,skill_3:385,team_buff:411,s1_boost:143
2815,_c_Xuanzang,4星,火,枪,3017,[RR+CE],!<hp70>,,attack:926,force_strike:119,skill_1:911,skill_2:0,skill_3:325,team_buff:411,s1_boost:120
-,60,k
3546,Xuanzang,4星,火,枪,3017,[RR+CE],<hp70>,,attack:1208,force_strike:155,skill_1:1188,skill_2:0,skill_3:424,team_buff:411,s1_boost:157
3055,_c_Xuanzang,4星,火,枪,3017,[RR+CE],!<hp70>,,attack:1018,force_strike:131,skill_1:1002,skill_2:0,skill_3:358,team_buff:411,s1_boost:133
-,60,r
3503,Xuanzang,4星,火,枪,3017,[RR+CE],<hp70>,,attack:1098,force_strike:141,skill_1:1242,skill_2:0,skill_3:443,team_buff:411,s1_boost:164
3018,_c_Xuanzang,4星,火,枪,3017,[RR+CE],!<hp70>,,attack:926,force_strike:119,skill_1:1047,skill_2:0,skill_3:374,team_buff:411,s1_boost:139
-,60,d
3440,Xuanzang,4星,火,枪,3017,[RR+CE],<hp70>,,attack:1167,force_strike:150,skill_1:1148,skill_2:0,skill_3:410,team_buff:411,s1_boost:152
2981,_c_Xuanzang,4星,火,枪,3017,[RR+CE],!<hp70>,,attack:990,force_strike:127,skill_1:974,skill_2:0,skill_3:347,team_buff:411,s1_boost:129
-,60,b
3286,Xuanzang,4星,火,枪,3017,[RR+CE],<hp70>,,attack:1065,force_strike:142,skill_1:1088,skill_2:0,skill_3:388,team_buff:456,s1_boost:144
2843,_c_Xuanzang,4星,火,枪,3017,[RR+CE],!<hp70>,,attack:898,force_strike:120,skill_1:918,skill_2:0,skill_3:327,team_buff:456,s1_boost:121
-,60,kr
3812,Xuanzang,4星,火,枪,3017,[RR+CE],<hp70>,,attack:1208,force_strike:155,skill_1:1366,skill_2:0,skill_3:488,team_buff:411,s1_boost:181
3279,_c_Xuanzang,4星,火,枪,3017,[RR+CE],!<hp70>,,attack:1018,force_strike:131,skill_1:1152,skill_2:0,skill_3:411,team_buff:411,s1_boost:153
-,60,kd
3743,Xuanzang,4星,火,枪,3017,[RR+CE],<hp70>,,attack:1284,force_strike:165,skill_1:1263,skill_2:0,skill_3:451,team_buff:411,s1_boost:167
3237,_c_Xuanzang,4星,火,枪,3017,[RR+CE],!<hp70>,,attack:1089,force_strike:140,skill_1:1071,skill_2:0,skill_3:382,team_buff:411,s1_boost:142
-,60,kb
3569,Xuanzang,4星,火,枪,3017,[RR+CE],<hp70>,,attack:1172,force_strike:156,skill_1:1197,skill_2:0,skill_3:427,team_buff:456,s1_boost:158
3082,_c_Xuanzang,4星,火,枪,3017,[RR+CE],!<hp70>,,attack:988,force_strike:132,skill_1:1009,skill_2:0,skill_3:360,team_buff:456,s1_boost:134
-,60,rd
3697,Xuanzang,4星,火,枪,3017,[RR+CE],<hp70>,,attack:1167,force_strike:150,skill_1:1320,skill_2:0,skill_3:471,team_buff:411,s1_boost:175
3198,_c_Xuanzang,4星,火,枪,3017,[RR+CE],!<hp70>,,attack:990,force_strike:127,skill_1:1120,skill_2:0,skill_3:400,team_buff:411,s1_boost:148
-,60,rb
3530,Xuanzang,4星,火,枪,3017,[RR+CE],<hp70>,,attack:1065,force_strike:142,skill_1:1251,skill_2:0,skill_3:447,team_buff:456,s1_boost:166
3048,_c_Xuanzang,4星,火,枪,3017,[RR+CE],!<hp70>,,attack:898,force_strike:120,skill_1:1055,skill_2:0,skill_3:377,team_buff:456,s1_boost:140
-,60,db
3464,Xuanzang,4星,火,枪,3017,[RR+CE],<hp70>,,attack:1132,force_strike:151,skill_1:1157,skill_2:0,skill_3:413,team_buff:456,s1_boost:153
3008,_c_Xuanzang,4星,火,枪,3017,[RR+CE],!<hp70>,,attack:960,force_strike:128,skill_1:981,skill_2:0,skill_3:350,team_buff:456,s1_boost:130
-,60,rdb
3723,Xuanzang,4星,火,枪,3017,[RR+CE],<hp70>,,attack:1132,force_strike:151,skill_1:1330,skill_2:0,skill_3:475,team_buff:456,s1_boost:176
3227,_c_Xuanzang,4星,火,枪,3017,[RR+CE],!<hp70>,,attack:960,force_strike:128,skill_1:1128,skill_2:0,skill_3:403,team_buff:456,s1_boost:149
-,60,kdb
3765,Xuanzang,4星,火,枪,3017,[RR+CE],<hp70>,,attack:1245,force_strike:166,skill_1:1272,skill_2:0,skill_3:454,team_buff:456,s1_boost:168
3263,_c_Xuanzang,4星,火,枪,3017,[RR+CE],!<hp70>,,attack:1056,force_strike:141,skill_1:1079,skill_2:0,skill_3:385,team_buff:456,s1_boost:143
-,60,krb
3837,Xuanzang,4星,火,枪,3017,[RR+CE],<hp70>,,attack:1172,force_strike:156,skill_1:1377,skill_2:0,skill_3:491,team_buff:456,s1_boost:182
