-,180,_
4077,G_Mym,5星,火,枪,3140,[RR+CE],<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:813,force_strike:123,skill_1:986,skill_2:420,skill_3:199,team_buff:0,d_ss:36,d_atk:1004,s2_boost:156,d_skl:336
3573,_c_G_Mym,5星,火,枪,3140,[RR+CE],!<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:713,force_strike:108,skill_1:864,skill_2:368,skill_3:174,team_buff:0,d_ss:31,d_atk:880,s2_boost:137,d_skl:295
-,180,k
4485,G_Mym,5星,火,枪,3140,[RR+CE],<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:895,force_strike:135,skill_1:1084,skill_2:462,skill_3:219,team_buff:0,d_ss:40,d_atk:1104,s2_boost:172,d_skl:370
3930,_c_G_Mym,5星,火,枪,3140,[RR+CE],!<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:784,force_strike:119,skill_1:950,skill_2:405,skill_3:192,team_buff:0,d_ss:35,d_atk:968,s2_boost:151,d_skl:324
-,180,r
4392,G_Mym,5星,火,枪,3140,[RR+CE],<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:813,force_strike:123,skill_1:1134,skill_2:483,skill_3:229,team_buff:0,d_ss:36,d_atk:1004,s2_boost:180,d_skl:387
3849,_c_G_Mym,5星,火,枪,3140,[RR+CE],!<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:713,force_strike:108,skill_1:994,skill_2:423,skill_3:200,team_buff:0,d_ss:31,d_atk:880,s2_boost:157,d_skl:339
-,180,kr
4831,G_Mym,5星,火,枪,3140,[RR+CE],<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:895,force_strike:135,skill_1:1247,skill_2:531,skill_3:252,team_buff:0,d_ss:40,d_atk:1104,s2_boost:198,d_skl:425
4234,_c_G_Mym,5星,火,枪,3140,[RR+CE],!<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:784,force_strike:119,skill_1:1093,skill_2:466,skill_3:220,team_buff:0,d_ss:35,d_atk:968,s2_boost:173,d_skl:373
-,180,d
4344,G_Mym,5星,火,枪,3140,[RR+CE],<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:867,force_strike:131,skill_1:1050,skill_2:447,skill_3:212,team_buff:0,d_ss:38,d_atk:1069,s2_boost:166,d_skl:358
3820,_c_G_Mym,5星,火,枪,3140,[RR+CE],!<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:762,force_strike:115,skill_1:924,skill_2:393,skill_3:186,team_buff:0,d_ss:34,d_atk:940,s2_boost:146,d_skl:315
-,180,kd
4778,G_Mym,5星,火,枪,3140,[RR+CE],<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:953,force_strike:144,skill_1:1155,skill_2:492,skill_3:233,team_buff:0,d_ss:42,d_atk:1176,s2_boost:183,d_skl:394
4202,_c_G_Mym,5星,火,枪,3140,[RR+CE],!<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:838,force_strike:127,skill_1:1016,skill_2:433,skill_3:205,team_buff:0,d_ss:37,d_atk:1034,s2_boost:161,d_skl:346
-,180,b
4075,G_Mym,5星,火,枪,3140,[RR+CE],<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:810,force_strike:123,skill_1:986,skill_2:420,skill_3:199,team_buff:0,d_ss:36,d_atk:1004,s2_boost:156,d_skl:336
