-,60,_
3245,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1314,force_strike:169,skill_1:679,skill_2:597,skill_3:0,team_buff:278,team_energy:107,s2_energized:98
2429,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:1024,force_strike:132,skill_1:529,skill_2:465,skill_3:0,team_buff:278
-,60,k
3569,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1446,force_strike:186,skill_1:747,skill_2:656,skill_3:0,team_buff:306,team_energy:117,s2_energized:108
2672,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:1127,force_strike:145,skill_1:582,skill_2:511,skill_3:0,team_buff:306
-,60,r
3489,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1314,force_strike:169,skill_1:781,skill_2:686,skill_3:0,team_buff:300,team_energy:123,s2_energized:113
2601,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:1024,force_strike:132,skill_1:608,skill_2:534,skill_3:0,team_buff:300
-,60,kr
3838,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1446,force_strike:186,skill_1:859,skill_2:755,skill_3:0,team_buff:330,team_energy:135,s2_energized:124
2861,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:1127,force_strike:145,skill_1:669,skill_2:588,skill_3:0,team_buff:330
-,60,d
3245,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1314,force_strike:169,skill_1:679,skill_2:597,skill_3:0,team_buff:278,team_energy:107,s2_energized:98
2429,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:1024,force_strike:132,skill_1:529,skill_2:465,skill_3:0,team_buff:278
-,60,kd
3569,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1446,force_strike:186,skill_1:747,skill_2:656,skill_3:0,team_buff:306,team_energy:117,s2_energized:108
2672,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:1127,force_strike:145,skill_1:582,skill_2:511,skill_3:0,team_buff:306
-,60,b
3406,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1267,force_strike:162,skill_1:850,skill_2:605,skill_3:0,team_buff:321,team_energy:133,s1_energized:65
2569,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:987,force_strike:126,skill_1:662,skill_2:472,skill_3:0,team_buff:321
-,60,kb
3746,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1394,force_strike:178,skill_1:935,skill_2:666,skill_3:0,team_buff:353,team_energy:147,s1_energized:71
2826,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:1086,force_strike:139,skill_1:728,skill_2:519,skill_3:0,team_buff:353
-,60,rd
3489,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1314,force_strike:169,skill_1:781,skill_2:686,skill_3:0,team_buff:300,team_energy:123,s2_energized:113
2601,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:1024,force_strike:132,skill_1:608,skill_2:534,skill_3:0,team_buff:300
-,60,krd
3838,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1446,force_strike:186,skill_1:859,skill_2:755,skill_3:0,team_buff:330,team_energy:135,s2_energized:124
2861,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:1127,force_strike:145,skill_1:669,skill_2:588,skill_3:0,team_buff:330
-,60,rb
3680,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1267,force_strike:162,skill_1:977,skill_2:696,skill_3:0,team_buff:347,team_energy:153,s1_energized:75
2765,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:987,force_strike:126,skill_1:761,skill_2:542,skill_3:0,team_buff:347
-,60,krb
4048,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1394,force_strike:178,skill_1:1075,skill_2:766,skill_3:0,team_buff:381,team_energy:169,s1_energized:82
3042,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:1086,force_strike:139,skill_1:837,skill_2:597,skill_3:0,team_buff:381
-,60,db
3406,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1267,force_strike:162,skill_1:850,skill_2:605,skill_3:0,team_buff:321,team_energy:133,s1_energized:65
2569,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:987,force_strike:126,skill_1:662,skill_2:472,skill_3:0,team_buff:321
-,60,kdb
3746,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1394,force_strike:178,skill_1:935,skill_2:666,skill_3:0,team_buff:353,team_energy:147,s1_energized:71
2826,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:1086,force_strike:139,skill_1:728,skill_2:519,skill_3:0,team_buff:353
-,60,rdb
3680,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1267,force_strike:162,skill_1:977,skill_2:696,skill_3:0,team_buff:347,team_energy:153,s1_energized:75
2765,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:987,force_strike:126,skill_1:761,skill_2:542,skill_3:0,team_buff:347
-,60,krdb
4048,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1394,force_strike:178,skill_1:1075,skill_2:766,skill_3:0,team_buff:381,team_energy:169,s1_energized:82
3042,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:1086,force_strike:139,skill_1:837,skill_2:597,skill_3:0,team_buff:381
-,120,_
3507,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1327,force_strike:153,skill_1:835,skill_2:573,skill_3:0,team_buff:369,team_energy:120,s1_energized:45,s2_energized:82
2620,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:1034,force_strike:119,skill_1:650,skill_2:446,skill_3:0,team_buff:369
-,120,k
3857,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1460,force_strike:168,skill_1:918,skill_2:630,skill_3:0,team_buff:406,team_energy:132,s1_energized:50,s2_energized:90
2882,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:1138,force_strike:131,skill_1:715,skill_2:491,skill_3:0,team_buff:406
-,120,r
3785,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1327,force_strike:153,skill_1:960,skill_2:659,skill_3:0,team_buff:398,team_energy:138,s1_energized:52,s2_energized:94
2814,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:1034,force_strike:119,skill_1:748,skill_2:513,skill_3:0,team_buff:398
-,120,kr
4163,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1460,force_strike:168,skill_1:1056,skill_2:725,skill_3:0,team_buff:438,team_energy:152,s1_energized:58,s2_energized:104
3095,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:1138,force_strike:131,skill_1:822,skill_2:564,skill_3:0,team_buff:438
-,120,d
3507,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1327,force_strike:153,skill_1:835,skill_2:573,skill_3:0,team_buff:369,team_energy:120,s1_energized:45,s2_energized:82
2620,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:1034,force_strike:119,skill_1:650,skill_2:446,skill_3:0,team_buff:369
-,120,kd
3857,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1460,force_strike:168,skill_1:918,skill_2:630,skill_3:0,team_buff:406,team_energy:132,s1_energized:50,s2_energized:90
2882,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:1138,force_strike:131,skill_1:715,skill_2:491,skill_3:0,team_buff:406
-,120,b
3648,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1285,force_strike:165,skill_1:926,skill_2:584,skill_3:0,team_buff:438,team_energy:133,s1_energized:114
2746,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:1002,force_strike:128,skill_1:721,skill_2:455,skill_3:0,team_buff:438
-,120,kb
4013,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1414,force_strike:181,skill_1:1019,skill_2:642,skill_3:0,team_buff:482,team_energy:147,s1_energized:125
3021,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:1102,force_strike:141,skill_1:793,skill_2:501,skill_3:0,team_buff:482
-,120,rd
3785,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1327,force_strike:153,skill_1:960,skill_2:659,skill_3:0,team_buff:398,team_energy:138,s1_energized:52,s2_energized:94
2814,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:1034,force_strike:119,skill_1:748,skill_2:513,skill_3:0,team_buff:398
-,120,krd
4163,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1460,force_strike:168,skill_1:1056,skill_2:725,skill_3:0,team_buff:438,team_energy:152,s1_energized:58,s2_energized:104
3095,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:1138,force_strike:131,skill_1:822,skill_2:564,skill_3:0,team_buff:438
-,120,rb
3947,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1285,force_strike:165,skill_1:1065,skill_2:671,skill_3:0,team_buff:473,team_energy:153,s1_energized:131
2958,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:1002,force_strike:128,skill_1:830,skill_2:523,skill_3:0,team_buff:473
-,120,krb
4342,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1414,force_strike:181,skill_1:1172,skill_2:738,skill_3:0,team_buff:521,team_energy:169,s1_energized:144
3254,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:1102,force_strike:141,skill_1:913,skill_2:576,skill_3:0,team_buff:521
-,120,db
3648,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1285,force_strike:165,skill_1:926,skill_2:584,skill_3:0,team_buff:438,team_energy:133,s1_energized:114
2746,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:1002,force_strike:128,skill_1:721,skill_2:455,skill_3:0,team_buff:438
-,120,kdb
4013,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1414,force_strike:181,skill_1:1019,skill_2:642,skill_3:0,team_buff:482,team_energy:147,s1_energized:125
3021,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:1102,force_strike:141,skill_1:793,skill_2:501,skill_3:0,team_buff:482
-,120,rdb
3947,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1285,force_strike:165,skill_1:1065,skill_2:671,skill_3:0,team_buff:473,team_energy:153,s1_energized:131
2958,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:1002,force_strike:128,skill_1:830,skill_2:523,skill_3:0,team_buff:473
-,120,krdb
4342,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1414,force_strike:181,skill_1:1172,skill_2:738,skill_3:0,team_buff:521,team_energy:169,s1_energized:144
3254,_c_D_Cleo,5星,水,匕,2725,[RR+FoG],!<hp70 & energy & hit15 & always connect hits>,,attack:1102,force_strike:141,skill_1:913,skill_2:576,skill_3:0,team_buff:521
-,180,_
3488,D_Cleo,5星,水,匕,2725,[RR+FoG],<hp70 & energy & hit15 & always connect hits>,,attack:1346,force_strike:155,skill_1:785,skill_2:583,skill_3:0,team_buff:372,team_energy:115,s1_energized:74,s2_energized:54
