-,60,_
5026,Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],<hp70 & 0 resist>,,attack:1060,force_strike:137,skill_1:2210,skill_2:0,skill_3:432,team_buff:0,s1_boost:621,s1_burn:564
2909,_c_Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],!<hp70 & 0 resist>,,attack:794,force_strike:106,skill_1:1699,skill_2:0,skill_3:309,team_buff:0,s1_boost:0,s1_burn:0
-,60,k
5026,Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],<hp70 & 0 resist>,,attack:1060,force_strike:137,skill_1:2210,skill_2:0,skill_3:432,team_buff:0,s1_boost:621,s1_burn:564
2909,_c_Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],!<hp70 & 0 resist>,,attack:794,force_strike:106,skill_1:1699,skill_2:0,skill_3:309,team_buff:0,s1_boost:0,s1_burn:0
-,60,r
5600,Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],<hp70 & 0 resist>,,attack:1060,force_strike:137,skill_1:2541,skill_2:0,skill_3:497,team_buff:0,s1_boost:714,s1_burn:649
3210,_c_Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],!<hp70 & 0 resist>,,attack:794,force_strike:106,skill_1:1954,skill_2:0,skill_3:355,team_buff:0,s1_boost:0,s1_burn:0
-,60,kr
5600,Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],<hp70 & 0 resist>,,attack:1060,force_strike:137,skill_1:2541,skill_2:0,skill_3:497,team_buff:0,s1_boost:714,s1_burn:649
3210,_c_Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],!<hp70 & 0 resist>,,attack:794,force_strike:106,skill_1:1954,skill_2:0,skill_3:355,team_buff:0,s1_boost:0,s1_burn:0
-,60,d
5446,Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],<hp70 & 0 resist>,,attack:1147,force_strike:147,skill_1:2394,skill_2:0,skill_3:470,team_buff:0,s1_boost:676,s1_burn:610
3167,_c_Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],!<hp70 & 0 resist>,,attack:863,force_strike:114,skill_1:1850,skill_2:0,skill_3:338,team_buff:0,s1_boost:0,s1_burn:0
-,60,kd
5446,Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],<hp70 & 0 resist>,,attack:1147,force_strike:147,skill_1:2394,skill_2:0,skill_3:470,team_buff:0,s1_boost:676,s1_burn:610
3167,_c_Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],!<hp70 & 0 resist>,,attack:863,force_strike:114,skill_1:1850,skill_2:0,skill_3:338,team_buff:0,s1_boost:0,s1_burn:0
-,60,b
5303,Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],<hp70 & 0 resist>,,attack:1079,force_strike:0,skill_1:2157,skill_2:0,skill_3:857,team_buff:0,s1_boost:615,s1_burn:593
3087,_c_Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],!<hp70 & 0 resist>,,attack:815,force_strike:0,skill_1:1658,skill_2:0,skill_3:613,team_buff:0,s1_boost:0,s1_burn:0
-,60,kb
5303,Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],<hp70 & 0 resist>,,attack:1079,force_strike:0,skill_1:2157,skill_2:0,skill_3:857,team_buff:0,s1_boost:615,s1_burn:593
3087,_c_Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],!<hp70 & 0 resist>,,attack:815,force_strike:0,skill_1:1658,skill_2:0,skill_3:613,team_buff:0,s1_boost:0,s1_burn:0
-,60,rd
6068,Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],<hp70 & 0 resist>,,attack:1147,force_strike:147,skill_1:2753,skill_2:0,skill_3:541,team_buff:0,s1_boost:777,s1_burn:701
3496,_c_Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],!<hp70 & 0 resist>,,attack:863,force_strike:114,skill_1:2128,skill_2:0,skill_3:389,team_buff:0,s1_boost:0,s1_burn:0
-,60,krd
6068,Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],<hp70 & 0 resist>,,attack:1147,force_strike:147,skill_1:2753,skill_2:0,skill_3:541,team_buff:0,s1_boost:777,s1_burn:701
3496,_c_Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],!<hp70 & 0 resist>,,attack:863,force_strike:114,skill_1:2128,skill_2:0,skill_3:389,team_buff:0,s1_boost:0,s1_burn:0
-,60,rb
5937,Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],<hp70 & 0 resist>,,attack:1079,force_strike:0,skill_1:2480,skill_2:0,skill_3:986,team_buff:0,s1_boost:708,s1_burn:682
3427,_c_Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],!<hp70 & 0 resist>,,attack:815,force_strike:0,skill_1:1906,skill_2:0,skill_3:705,team_buff:0,s1_boost:0,s1_burn:0
-,60,krb
5937,Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],<hp70 & 0 resist>,,attack:1079,force_strike:0,skill_1:2480,skill_2:0,skill_3:986,team_buff:0,s1_boost:708,s1_burn:682
3427,_c_Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],!<hp70 & 0 resist>,,attack:815,force_strike:0,skill_1:1906,skill_2:0,skill_3:705,team_buff:0,s1_boost:0,s1_burn:0
-,60,db
5752,Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],<hp70 & 0 resist>,,attack:1167,force_strike:0,skill_1:2339,skill_2:0,skill_3:933,team_buff:0,s1_boost:670,s1_burn:642
3366,_c_Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],!<hp70 & 0 resist>,,attack:886,force_strike:0,skill_1:1808,skill_2:0,skill_3:671,team_buff:0,s1_boost:0,s1_burn:0
-,60,kdb
5752,Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],<hp70 & 0 resist>,,attack:1167,force_strike:0,skill_1:2339,skill_2:0,skill_3:933,team_buff:0,s1_boost:670,s1_burn:642
3366,_c_Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],!<hp70 & 0 resist>,,attack:886,force_strike:0,skill_1:1808,skill_2:0,skill_3:671,team_buff:0,s1_boost:0,s1_burn:0
-,60,rdb
6440,Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],<hp70 & 0 resist>,,attack:1167,force_strike:0,skill_1:2690,skill_2:0,skill_3:1073,team_buff:0,s1_boost:770,s1_burn:738
3737,_c_Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],!<hp70 & 0 resist>,,attack:886,force_strike:0,skill_1:2079,skill_2:0,skill_3:772,team_buff:0,s1_boost:0,s1_burn:0
-,60,krdb
6440,Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],<hp70 & 0 resist>,,attack:1167,force_strike:0,skill_1:2690,skill_2:0,skill_3:1073,team_buff:0,s1_boost:770,s1_burn:738
3737,_c_Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],!<hp70 & 0 resist>,,attack:886,force_strike:0,skill_1:2079,skill_2:0,skill_3:772,team_buff:0,s1_boost:0,s1_burn:0
-,120,_
4941,Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],<hp70 & 0 resist>,,attack:1027,force_strike:124,skill_1:2024,skill_2:0,skill_3:602,team_buff:0,s1_boost:600,s1_burn:562
2883,_c_Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],!<hp70 & 0 resist>,,attack:766,force_strike:96,skill_1:1586,skill_2:0,skill_3:434,team_buff:0,s1_boost:0,s1_burn:0
-,120,k
4941,Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],<hp70 & 0 resist>,,attack:1027,force_strike:124,skill_1:2024,skill_2:0,skill_3:602,team_buff:0,s1_boost:600,s1_burn:562
2883,_c_Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],!<hp70 & 0 resist>,,attack:766,force_strike:96,skill_1:1586,skill_2:0,skill_3:434,team_buff:0,s1_boost:0,s1_burn:0
-,120,r
5509,Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],<hp70 & 0 resist>,,attack:1027,force_strike:124,skill_1:2328,skill_2:0,skill_3:692,team_buff:0,s1_boost:690,s1_burn:646
3186,_c_Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],!<hp70 & 0 resist>,,attack:766,force_strike:96,skill_1:1824,skill_2:0,skill_3:499,team_buff:0,s1_boost:0,s1_burn:0
-,120,kr
5509,Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],<hp70 & 0 resist>,,attack:1027,force_strike:124,skill_1:2328,skill_2:0,skill_3:692,team_buff:0,s1_boost:690,s1_burn:646
3186,_c_Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],!<hp70 & 0 resist>,,attack:766,force_strike:96,skill_1:1824,skill_2:0,skill_3:499,team_buff:0,s1_boost:0,s1_burn:0
-,120,d
5367,Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],<hp70 & 0 resist>,,attack:1115,force_strike:134,skill_1:2196,skill_2:0,skill_3:658,team_buff:0,s1_boost:653,s1_burn:608
3150,_c_Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],!<hp70 & 0 resist>,,attack:836,force_strike:104,skill_1:1730,skill_2:0,skill_3:478,team_buff:0,s1_boost:0,s1_burn:0
-,120,kd
5367,Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],<hp70 & 0 resist>,,attack:1115,force_strike:134,skill_1:2196,skill_2:0,skill_3:658,team_buff:0,s1_boost:653,s1_burn:608
3150,_c_Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],!<hp70 & 0 resist>,,attack:836,force_strike:104,skill_1:1730,skill_2:0,skill_3:478,team_buff:0,s1_boost:0,s1_burn:0
-,120,b
5248,Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],<hp70 & 0 resist>,,attack:1091,force_strike:0,skill_1:2159,skill_2:0,skill_3:825,team_buff:0,s1_boost:596,s1_burn:575
3092,_c_Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],!<hp70 & 0 resist>,,attack:820,force_strike:0,skill_1:1672,skill_2:0,skill_3:599,team_buff:0,s1_boost:0,s1_burn:0
-,120,kb
5248,Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],<hp70 & 0 resist>,,attack:1091,force_strike:0,skill_1:2159,skill_2:0,skill_3:825,team_buff:0,s1_boost:596,s1_burn:575
3092,_c_Rena,5*,flame,blade,2287,[Resounding_Rendition+Elegant_Escort][Sakuya],!<hp70 & 0 resist>,,attack:820,force_strike:0,skill_1:1672,skill_2:0,skill_3:599,team_buff:0,s1_boost:0,s1_burn:0
-,120,rd
