-,60,_
3709,Zardin,3*,water,sword,2230,[The_Shining_Overlord+Jewels_of_the_Sun][Siren],<hp70 & hp100>,,attack:722,force_strike:332,skill_1:1394,skill_2:627,skill_3:632,team_buff:0
3179,_c_Zardin,3*,water,sword,2230,[The_Shining_Overlord+Jewels_of_the_Sun][Siren],!<hp70 & hp100>,,attack:619,force_strike:284,skill_1:1195,skill_2:538,skill_3:542,team_buff:0
-,60,k
4080,Zardin,3*,water,sword,2230,[The_Shining_Overlord+Jewels_of_the_Sun][Siren],<hp70 & hp100>,,attack:794,force_strike:365,skill_1:1533,skill_2:690,skill_3:695,team_buff:0
3497,_c_Zardin,3*,water,sword,2230,[The_Shining_Overlord+Jewels_of_the_Sun][Siren],!<hp70 & hp100>,,attack:681,force_strike:313,skill_1:1314,skill_2:591,skill_3:596,team_buff:0
-,60,r
4107,Zardin,3*,water,sword,2230,[The_Shining_Overlord+Jewels_of_the_Sun][Siren],<hp70 & hp100>,,attack:722,force_strike:332,skill_1:1603,skill_2:721,skill_3:727,team_buff:0
3520,_c_Zardin,3*,water,sword,2230,[The_Shining_Overlord+Jewels_of_the_Sun][Siren],!<hp70 & hp100>,,attack:619,force_strike:284,skill_1:1374,skill_2:618,skill_3:623,team_buff:0
-,60,kr
4518,Zardin,3*,water,sword,2230,[The_Shining_Overlord+Jewels_of_the_Sun][Siren],<hp70 & hp100>,,attack:794,force_strike:365,skill_1:1764,skill_2:794,skill_3:800,team_buff:0
3873,_c_Zardin,3*,water,sword,2230,[The_Shining_Overlord+Jewels_of_the_Sun][Siren],!<hp70 & hp100>,,attack:681,force_strike:313,skill_1:1512,skill_2:680,skill_3:685,team_buff:0
-,60,d
3965,Zardin,3*,water,sword,2230,[The_Shining_Overlord+Jewels_of_the_Sun][Siren],<hp70 & hp100>,,attack:772,force_strike:355,skill_1:1490,skill_2:671,skill_3:676,team_buff:0
3399,_c_Zardin,3*,water,sword,2230,[The_Shining_Overlord+Jewels_of_the_Sun][Siren],!<hp70 & hp100>,,attack:661,force_strike:304,skill_1:1277,skill_2:575,skill_3:579,team_buff:0
-,60,kd
4362,Zardin,3*,water,sword,2230,[The_Shining_Overlord+Jewels_of_the_Sun][Siren],<hp70 & hp100>,,attack:849,force_strike:390,skill_1:1639,skill_2:738,skill_3:743,team_buff:0
3738,_c_Zardin,3*,water,sword,2230,[The_Shining_Overlord+Jewels_of_the_Sun][Siren],!<hp70 & hp100>,,attack:728,force_strike:334,skill_1:1405,skill_2:632,skill_3:637,team_buff:0
-,60,b
3812,Zardin,3*,water,sword,2216,[The_Shining_Overlord+Beautiful_Nothingness][Siren],<hp70 & hp100>,,attack:742,force_strike:341,skill_1:1433,skill_2:645,skill_3:650,team_buff:0
3268,_c_Zardin,3*,water,sword,2216,[The_Shining_Overlord+Beautiful_Nothingness][Siren],!<hp70 & hp100>,,attack:636,force_strike:292,skill_1:1228,skill_2:553,skill_3:557,team_buff:0
-,60,kb
4194,Zardin,3*,water,sword,2216,[The_Shining_Overlord+Beautiful_Nothingness][Siren],<hp70 & hp100>,,attack:816,force_strike:375,skill_1:1576,skill_2:709,skill_3:715,team_buff:0
3594,_c_Zardin,3*,water,sword,2216,[The_Shining_Overlord+Beautiful_Nothingness][Siren],!<hp70 & hp100>,,attack:700,force_strike:322,skill_1:1351,skill_2:608,skill_3:613,team_buff:0
-,60,rd
4391,Zardin,3*,water,sword,2230,[The_Shining_Overlord+Jewels_of_the_Sun][Siren],<hp70 & hp100>,,attack:772,force_strike:355,skill_1:1714,skill_2:771,skill_3:777,team_buff:0
3763,_c_Zardin,3*,water,sword,2230,[The_Shining_Overlord+Jewels_of_the_Sun][Siren],!<hp70 & hp100>,,attack:661,force_strike:304,skill_1:1469,skill_2:661,skill_3:666,team_buff:0
-,60,krd
4830,Zardin,3*,water,sword,2230,[The_Shining_Overlord+Jewels_of_the_Sun][Siren],<hp70 & hp100>,,attack:849,force_strike:390,skill_1:1885,skill_2:848,skill_3:855,team_buff:0
4140,_c_Zardin,3*,water,sword,2230,[The_Shining_Overlord+Jewels_of_the_Sun][Siren],!<hp70 & hp100>,,attack:728,force_strike:334,skill_1:1616,skill_2:727,skill_3:733,team_buff:0
-,60,rb
4222,Zardin,3*,water,sword,2216,[The_Shining_Overlord+Beautiful_Nothingness][Siren],<hp70 & hp100>,,attack:742,force_strike:341,skill_1:1648,skill_2:742,skill_3:747,team_buff:0
3618,_c_Zardin,3*,water,sword,2216,[The_Shining_Overlord+Beautiful_Nothingness][Siren],!<hp70 & hp100>,,attack:636,force_strike:292,skill_1:1412,skill_2:636,skill_3:640,team_buff:0
-,60,krb
4644,Zardin,3*,water,sword,2216,[The_Shining_Overlord+Beautiful_Nothingness][Siren],<hp70 & hp100>,,attack:816,force_strike:375,skill_1:1813,skill_2:816,skill_3:822,team_buff:0
3980,_c_Zardin,3*,water,sword,2216,[The_Shining_Overlord+Beautiful_Nothingness][Siren],!<hp70 & hp100>,,attack:700,force_strike:322,skill_1:1554,skill_2:699,skill_3:705,team_buff:0
-,60,db
4067,Zardin,3*,water,sword,2216,[The_Shining_Overlord+Beautiful_Nothingness][Siren],<hp70 & hp100>,,attack:791,force_strike:364,skill_1:1529,skill_2:688,skill_3:693,team_buff:0
3486,_c_Zardin,3*,water,sword,2216,[The_Shining_Overlord+Beautiful_Nothingness][Siren],!<hp70 & hp100>,,attack:678,force_strike:312,skill_1:1310,skill_2:589,skill_3:594,team_buff:0
-,60,kdb
4473,Zardin,3*,water,sword,2216,[The_Shining_Overlord+Beautiful_Nothingness][Siren],<hp70 & hp100>,,attack:871,force_strike:400,skill_1:1681,skill_2:757,skill_3:762,team_buff:0
3834,_c_Zardin,3*,water,sword,2216,[The_Shining_Overlord+Beautiful_Nothingness][Siren],!<hp70 & hp100>,,attack:746,force_strike:343,skill_1:1441,skill_2:648,skill_3:653,team_buff:0
-,60,rdb
4503,Zardin,3*,water,sword,2216,[The_Shining_Overlord+Beautiful_Nothingness][Siren],<hp70 & hp100>,,attack:791,force_strike:364,skill_1:1758,skill_2:791,skill_3:797,team_buff:0
3860,_c_Zardin,3*,water,sword,2216,[The_Shining_Overlord+Beautiful_Nothingness][Siren],!<hp70 & hp100>,,attack:678,force_strike:312,skill_1:1507,skill_2:678,skill_3:683,team_buff:0
-,60,krdb
4954,Zardin,3*,water,sword,2216,[The_Shining_Overlord+Beautiful_Nothingness][Siren],<hp70 & hp100>,,attack:871,force_strike:400,skill_1:1934,skill_2:870,skill_3:877,team_buff:0
4246,_c_Zardin,3*,water,sword,2216,[The_Shining_Overlord+Beautiful_Nothingness][Siren],!<hp70 & hp100>,,attack:746,force_strike:343,skill_1:1657,skill_2:746,skill_3:752,team_buff:0
-,120,_
