-,60,_
2023,Cibella,3星,水,枪,2624,[RR+CE],<hp70>,,attack:1169,force_strike:214,skill_1:0,skill_2:639,skill_3:0,team_buff:0
1770,_c_Cibella,3星,水,枪,2624,[RR+CE],!<hp70>,,attack:1023,force_strike:188,skill_1:0,skill_2:559,skill_3:0,team_buff:0
-,60,k
2225,Cibella,3星,水,枪,2624,[RR+CE],<hp70>,,attack:1286,force_strike:236,skill_1:0,skill_2:702,skill_3:0,team_buff:0
1948,_c_Cibella,3星,水,枪,2624,[RR+CE],!<hp70>,,attack:1125,force_strike:206,skill_1:0,skill_2:615,skill_3:0,team_buff:0
-,60,r
2119,Cibella,3星,水,枪,2624,[RR+CE],<hp70>,,attack:1169,force_strike:214,skill_1:0,skill_2:734,skill_3:0,team_buff:0
1854,_c_Cibella,3星,水,枪,2624,[RR+CE],!<hp70>,,attack:1023,force_strike:188,skill_1:0,skill_2:643,skill_3:0,team_buff:0
-,60,d
2140,Cibella,3星,水,枪,2624,[RR+CE],<hp70>,,attack:1237,force_strike:227,skill_1:0,skill_2:675,skill_3:0,team_buff:0
1878,_c_Cibella,3星,水,枪,2624,[RR+CE],!<hp70>,,attack:1085,force_strike:199,skill_1:0,skill_2:593,skill_3:0,team_buff:0
-,60,b
1990,Cibella,3星,水,枪,2624,[RR+CE],<hp70>,,attack:1118,force_strike:235,skill_1:0,skill_2:637,skill_3:0,team_buff:0
1742,_c_Cibella,3星,水,枪,2624,[RR+CE],!<hp70>,,attack:978,force_strike:206,skill_1:0,skill_2:557,skill_3:0,team_buff:0
-,60,kr
2331,Cibella,3星,水,枪,2624,[RR+CE],<hp70>,,attack:1286,force_strike:236,skill_1:0,skill_2:808,skill_3:0,team_buff:0
2040,_c_Cibella,3星,水,枪,2624,[RR+CE],!<hp70>,,attack:1125,force_strike:206,skill_1:0,skill_2:707,skill_3:0,team_buff:0
-,60,kd
2354,Cibella,3星,水,枪,2624,[RR+CE],<hp70>,,attack:1360,force_strike:250,skill_1:0,skill_2:743,skill_3:0,team_buff:0
2066,_c_Cibella,3星,水,枪,2624,[RR+CE],!<hp70>,,attack:1194,force_strike:219,skill_1:0,skill_2:652,skill_3:0,team_buff:0
-,60,kb
2190,Cibella,3星,水,枪,2624,[RR+CE],<hp70>,,attack:1229,force_strike:259,skill_1:0,skill_2:700,skill_3:0,team_buff:0
1916,_c_Cibella,3星,水,枪,2624,[RR+CE],!<hp70>,,attack:1076,force_strike:226,skill_1:0,skill_2:613,skill_3:0,team_buff:0
-,60,rd
2241,Cibella,3星,水,枪,2624,[RR+CE],<hp70>,,attack:1237,force_strike:227,skill_1:0,skill_2:777,skill_3:0,team_buff:0
1967,_c_Cibella,3星,水,枪,2624,[RR+CE],!<hp70>,,attack:1085,force_strike:199,skill_1:0,skill_2:682,skill_3:0,team_buff:0
-,60,rb
2086,Cibella,3星,水,枪,2624,[RR+CE],<hp70>,,attack:1118,force_strike:235,skill_1:0,skill_2:732,skill_3:0,team_buff:0
1826,_c_Cibella,3星,水,枪,2624,[RR+CE],!<hp70>,,attack:978,force_strike:206,skill_1:0,skill_2:641,skill_3:0,team_buff:0
-,60,db
2106,Cibella,3星,水,枪,2624,[RR+CE],<hp70>,,attack:1182,force_strike:249,skill_1:0,skill_2:673,skill_3:0,team_buff:0
1848,_c_Cibella,3星,水,枪,2624,[RR+CE],!<hp70>,,attack:1037,force_strike:218,skill_1:0,skill_2:591,skill_3:0,team_buff:0
-,60,rdb
2207,Cibella,3星,水,枪,2624,[RR+CE],<hp70>,,attack:1182,force_strike:249,skill_1:0,skill_2:775,skill_3:0,team_buff:0
1936,_c_Cibella,3星,水,枪,2624,[RR+CE],!<hp70>,,attack:1037,force_strike:218,skill_1:0,skill_2:680,skill_3:0,team_buff:0
-,60,kdb
2316,Cibella,3星,水,枪,2624,[RR+CE],<hp70>,,attack:1301,force_strike:274,skill_1:0,skill_2:741,skill_3:0,team_buff:0
2033,_c_Cibella,3星,水,枪,2624,[RR+CE],!<hp70>,,attack:1141,force_strike:240,skill_1:0,skill_2:650,skill_3:0,team_buff:0
-,60,krb
2295,Cibella,3星,水,枪,2624,[RR+CE],<hp70>,,attack:1229,force_strike:259,skill_1:0,skill_2:805,skill_3:0,team_buff:0
2008,_c_Cibella,3星,水,枪,2624,[RR+CE],!<hp70>,,attack:1076,force_strike:226,skill_1:0,skill_2:705,skill_3:0,team_buff:0
-,60,krd
2465,Cibella,3星,水,枪,2624,[RR+CE],<hp70>,,attack:1360,force_strike:250,skill_1:0,skill_2:855,skill_3:0,team_buff:0
2164,_c_Cibella,3星,水,枪,2624,[RR+CE],!<hp70>,,attack:1194,force_strike:219,skill_1:0,skill_2:750,skill_3:0,team_buff:0
-,60,krdb
2427,Cibella,3星,水,枪,2624,[RR+CE],<hp70>,,attack:1301,force_strike:274,skill_1:0,skill_2:852,skill_3:0,team_buff:0
2130,_c_Cibella,3星,水,枪,2624,[RR+CE],!<hp70>,,attack:1141,force_strike:240,skill_1:0,skill_2:748,skill_3:0,team_buff:0
-,120,_
2023,Cibella,3星,水,枪,2624,[RR+CE],<hp70>,,attack:1169,force_strike:214,skill_1:0,skill_2:639,skill_3:0,team_buff:0
1770,_c_Cibella,3星,水,枪,2624,[RR+CE],!<hp70>,,attack:1023,force_strike:188,skill_1:0,skill_2:559,skill_3:0,team_buff:0
-,120,k
2225,Cibella,3星,水,枪,2624,[RR+CE],<hp70>,,attack:1286,force_strike:236,skill_1:0,skill_2:702,skill_3:0,team_buff:0
1948,_c_Cibella,3星,水,枪,2624,[RR+CE],!<hp70>,,attack:1125,force_strike:206,skill_1:0,skill_2:615,skill_3:0,team_buff:0
-,120,r
2119,Cibella,3星,水,枪,2624,[RR+CE],<hp70>,,attack:1169,force_strike:214,skill_1:0,skill_2:734,skill_3:0,team_buff:0
1854,_c_Cibella,3星,水,枪,2624,[RR+CE],!<hp70>,,attack:1023,force_strike:188,skill_1:0,skill_2:643,skill_3:0,team_buff:0
-,120,d
2140,Cibella,3星,水,枪,2624,[RR+CE],<hp70>,,attack:1237,force_strike:227,skill_1:0,skill_2:675,skill_3:0,team_buff:0
1878,_c_Cibella,3星,水,枪,2624,[RR+CE],!<hp70>,,attack:1085,force_strike:199,skill_1:0,skill_2:593,skill_3:0,team_buff:0
-,120,b
2042,Cibella,3星,水,枪,2624,[RR+CE],<hp70>,,attack:1098,force_strike:237,skill_1:0,skill_2:706,skill_3:0,team_buff:0
1787,_c_Cibella,3星,水,枪,2624,[RR+CE],!<hp70>,,attack:961,force_strike:208,skill_1:0,skill_2:618,skill_3:0,team_buff:0
-,120,kr
2331,Cibella,3星,水,枪,2624,[RR+CE],<hp70>,,attack:1286,force_strike:236,skill_1:0,skill_2:808,skill_3:0,team_buff:0
2040,_c_Cibella,3星,水,枪,2624,[RR+CE],!<hp70>,,attack:1125,force_strike:206,skill_1:0,skill_2:707,skill_3:0,team_buff:0
-,120,kd
