-,60,_
2817,Ezelith,5星,火,匕,2251,[RR+FoG][Sakuya];dpsrange:(2713~3102),<hp70 & hit15>,Flurry Debilitator won't work in the game,attack:873,force_strike:94,skill_1:1502,skill_2:0,skill_3:280,team_buff:65
2307,_c_Ezelith,5星,火,匕,2251,[RR+FoG][Sakuya];dpsrange:(2211~2594),!<hp70 & hit15>,Flurry Debilitator won't work in the game,attack:712,force_strike:77,skill_1:1224,skill_2:0,skill_3:228,team_buff:65
-,60,k
3098,Ezelith,5星,火,匕,2251,[RR+FoG][Sakuya];dpsrange:(2713~3102),<hp70 & hit15>,Flurry Debilitator won't work in the game,attack:960,force_strike:104,skill_1:1652,skill_2:0,skill_3:308,team_buff:72
2538,_c_Ezelith,5星,火,匕,2251,[RR+FoG][Sakuya];dpsrange:(2211~2594),!<hp70 & hit15>,Flurry Debilitator won't work in the game,attack:783,force_strike:85,skill_1:1346,skill_2:0,skill_3:251,team_buff:72
-,60,r
3087,Ezelith,5星,火,匕,2251,[RR+FoG][Sakuya];dpsrange:(2976~3436),<hp70 & hit15>,Flurry Debilitator won't work in the game,attack:873,force_strike:94,skill_1:1726,skill_2:0,skill_3:322,team_buff:69
2530,_c_Ezelith,5星,火,匕,2251,[RR+FoG][Sakuya];dpsrange:(2425~2865),!<hp70 & hit15>,Flurry Debilitator won't work in the game,attack:712,force_strike:77,skill_1:1407,skill_2:0,skill_3:262,team_buff:70
-,60,kr
3396,Ezelith,5星,火,匕,2251,[RR+FoG][Sakuya];dpsrange:(2976~3436),<hp70 & hit15>,Flurry Debilitator won't work in the game,attack:961,force_strike:104,skill_1:1899,skill_2:0,skill_3:354,team_buff:76
2783,_c_Ezelith,5星,火,匕,2251,[RR+FoG][Sakuya];dpsrange:(2425~2865),!<hp70 & hit15>,Flurry Debilitator won't work in the game,attack:783,force_strike:85,skill_1:1548,skill_2:0,skill_3:289,team_buff:77
-,60,d
2813,Ezelith,5星,火,匕,2251,[RR+FoG][Sakuya];dpsrange:(2713~3056),<hp70 & hit15>,Flurry Debilitator won't work in the game,attack:873,force_strike:94,skill_1:1500,skill_2:0,skill_3:280,team_buff:63
2306,_c_Ezelith,5星,火,匕,2251,[RR+FoG][Sakuya];dpsrange:(2211~2544),!<hp70 & hit15>,Flurry Debilitator won't work in the game,attack:712,force_strike:77,skill_1:1223,skill_2:0,skill_3:228,team_buff:64
-,60,kd
3094,Ezelith,5星,火,匕,2251,[RR+FoG][Sakuya];dpsrange:(2713~3056),<hp70 & hit15>,Flurry Debilitator won't work in the game,attack:960,force_strike:104,skill_1:1651,skill_2:0,skill_3:308,team_buff:69
2536,_c_Ezelith,5星,火,匕,2251,[RR+FoG][Sakuya];dpsrange:(2211~2544),!<hp70 & hit15>,Flurry Debilitator won't work in the game,attack:783,force_strike:85,skill_1:1346,skill_2:0,skill_3:251,team_buff:71
-,60,b
2982,Ezelith,5星,火,匕,2251,[RR+FoG][Sakuya];dpsrange:(2880~3276),<hp70 & hit15>,Flurry Debilitator won't work in the game,attack:800,force_strike:75,skill_1:1485,skill_2:0,skill_3:555,team_buff:65
2445,_c_Ezelith,5星,火,匕,2251,[RR+FoG][Sakuya];dpsrange:(2347~2687),!<hp70 & hit15>,Flurry Debilitator won't work in the game,attack:652,force_strike:61,skill_1:1210,skill_2:0,skill_3:452,team_buff:67
-,60,kb
3280,Ezelith,5星,火,匕,2251,[RR+FoG][Sakuya];dpsrange:(2880~3276),<hp70 & hit15>,Flurry Debilitator won't work in the game,attack:880,force_strike:83,skill_1:1634,skill_2:0,skill_3:610,team_buff:72
2689,_c_Ezelith,5星,火,匕,2251,[RR+FoG][Sakuya];dpsrange:(2347~2687),!<hp70 & hit15>,Flurry Debilitator won't work in the game,attack:717,force_strike:68,skill_1:1331,skill_2:0,skill_3:497,team_buff:74
-,60,rd
