-,60,_
3288,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1152,force_strike:0,skill_1:958,skill_2:576,skill_3:0,team_buff:0,s1_poison:313,s2_boost:288
1934,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:833,force_strike:0,skill_1:695,skill_2:405,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,60,k
3617,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1267,force_strike:0,skill_1:1053,skill_2:634,skill_3:0,team_buff:0,s1_poison:344,s2_boost:317
2127,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:916,force_strike:0,skill_1:764,skill_2:446,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,60,r
3608,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1152,force_strike:0,skill_1:1101,skill_2:663,skill_3:0,team_buff:0,s1_poison:360,s2_boost:331
2099,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:833,force_strike:0,skill_1:799,skill_2:466,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,60,kr
3969,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1267,force_strike:0,skill_1:1212,skill_2:729,skill_3:0,team_buff:0,s1_poison:396,s2_boost:364
2309,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:916,force_strike:0,skill_1:879,skill_2:513,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,60,d
3495,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1225,force_strike:0,skill_1:1018,skill_2:612,skill_3:0,team_buff:0,s1_poison:332,s2_boost:306
2062,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:888,force_strike:0,skill_1:741,skill_2:432,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,60,kd
3845,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1347,force_strike:0,skill_1:1120,skill_2:673,skill_3:0,team_buff:0,s1_poison:366,s2_boost:336
2269,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:977,force_strike:0,skill_1:815,skill_2:475,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,60,b
3288,Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],<hp70 & hit15 & 0 resist>,no fs,attack:1152,force_strike:0,skill_1:958,skill_2:576,skill_3:0,team_buff:0,s1_poison:313,s2_boost:288
1934,_c_Louise,5*,wind,bow,2772,[Resounding_Rendition+Flash_of_Genius][Pazuzu],!<hp70 & hit15 & 0 resist>,no fs,attack:833,force_strike:0,skill_1:695,skill_2:405,skill_3:0,team_buff:0,s1_poison:0,s2_boost:0
-,60,kb
