dps,name,star,element,weapon,str,amulets,condition,comment,
2872,Berserker,4星,暗,剑,2149,[RR+FP][Shinobi],<hp70 & last offense>,,attack:764,force_strike:325,skill_1:1782,skill_2:0,skill_3:0,team_buff:0
2669,_c_Berserker,4星,暗,剑,2149,[RR+FP][Shinobi],!<hp70 & last offense>,,attack:707,force_strike:301,skill_1:1660,skill_2:0,skill_3:0,team_buff:0
3846,Euden,4星,火,剑,2272,[RR+FP][Sakuya],<hp70>,,attack:576,force_strike:371,skill_1:1528,skill_2:605,skill_3:574,team_buff:191
3667,_c_Euden,4星,火,剑,2272,[RR+FP][Sakuya],!<hp70>,,attack:548,force_strike:352,skill_1:1453,skill_2:575,skill_3:545,team_buff:191
4182,Karl,4星,火,剑,2246,[RR+FP][Sakuya],<hp70>,,attack:760,force_strike:325,skill_1:1606,skill_2:0,skill_3:742,team_buff:746
3809,_c_Karl,4星,火,剑,2246,[RR+FP][Sakuya],!<hp70>,,attack:678,force_strike:290,skill_1:1431,skill_2:0,skill_3:662,team_buff:746
3893,Naveed,5星,火,剑,2335,[The_Shining_Overlord+Jewels_of_the_Sun][Sakuya],<hp70>,,attack:651,force_strike:180,skill_1:2378,skill_2:0,skill_3:684,team_buff:0
3594,_c_Naveed,5星,火,剑,2335,[The_Shining_Overlord+Jewels_of_the_Sun][Sakuya],!<hp70>,,attack:601,force_strike:166,skill_1:2195,skill_2:0,skill_3:631,team_buff:0
3600,Raemond,3星,光,剑,3026,[RR+FP][Cupid],<hp70>,,attack:856,force_strike:551,skill_1:1121,skill_2:564,skill_3:505,team_buff:0
3423,_c_Raemond,3星,光,剑,3026,[RR+FP][Cupid],!<hp70>,,attack:814,force_strike:524,skill_1:1066,skill_2:536,skill_3:480,team_buff:0
4005,Rodrigo,3星,暗,剑,2219,[RR+FP][Shinobi],<hp70>,,attack:828,force_strike:434,skill_1:1891,skill_2:851,skill_3:0,team_buff:0
3570,_c_Rodrigo,3星,暗,剑,2219,[RR+FP][Shinobi],!<hp70>,,attack:738,force_strike:386,skill_1:1686,skill_2:758,skill_3:0,team_buff:0
4446,Xander,5星,水,剑,2370,[The_Shining_Overlord+Jewels_of_the_Sun][Siren],<hp70>,c2+fs,attack:519,force_strike:578,skill_1:1806,skill_2:853,skill_3:688,team_buff:0
4104,_c_Xander,5星,水,剑,2370,[The_Shining_Overlord+Jewels_of_the_Sun][Siren],!<hp70>,c2+fs,attack:479,force_strike:533,skill_1:1667,skill_2:787,skill_3:635,team_buff:0
4472,Zardin,3星,水,剑,2230,[The_Shining_Overlord+LC][Siren],<hp70 & hp100>,,attack:766,force_strike:352,skill_1:1843,skill_2:796,skill_3:713,team_buff:0
3833,_c_Zardin,3星,水,剑,2230,[The_Shining_Overlord+LC][Siren],!<hp70 & hp100>,,attack:656,force_strike:302,skill_1:1579,skill_2:682,skill_3:611,team_buff:0
4283,Aoi,3星,火,刀,2334,[RR+CE][Sakuya],<hp70>,,attack:1108,force_strike:0,skill_1:1847,skill_2:831,skill_3:496,team_buff:0
3675,_c_Aoi,3星,火,刀,2334,[RR+CE][Sakuya],!<hp70>,,attack:950,force_strike:0,skill_1:1585,skill_2:713,skill_3:426,team_buff:0
4270,Celliera,4星,水,刀,2326,[RR+Jewels_of_the_Sun][Siren],<hp70>,,attack:1309,force_strike:0,skill_1:2961,skill_2:0,skill_3:0,team_buff:0
3530,_c_Celliera,4星,水,刀,2326,[RR+Jewels_of_the_Sun][Siren],!<hp70>,,attack:1082,force_strike:0,skill_1:2448,skill_2:0,skill_3:0,team_buff:0
3510,H_Edward,3星,光,刀,3041,[RR+CE][Cupid],<hp70 & hp100>,,attack:1318,force_strike:0,skill_1:1586,skill_2:606,skill_3:0,team_buff:0
2918,_c_H_Edward,3星,光,刀,3041,[RR+CE][Cupid],!<hp70 & hp100>,,attack:1095,force_strike:0,skill_1:1318,skill_2:504,skill_3:0,team_buff:0
3853,Jurota,3星,水,刀,2317,[RR+CE][Siren],<hp70>,,attack:1218,force_strike:0,skill_1:2634,skill_2:0,skill_3:0,team_buff:0
3305,_c_Jurota,3星,水,刀,2317,[RR+CE][Siren],!<hp70>,,attack:1045,force_strike:0,skill_1:2260,skill_2:0,skill_3:0,team_buff:0
5133,Melody,3星,风,刀,3040,[Halidom_Grooms+RR][Zephyr],<hp70 & hp100>,no s2,attack:1952,force_strike:0,skill_1:0,skill_2:0,skill_3:800,team_buff:2380
4875,_c_Melody,3星,风,刀,3040,[Halidom_Grooms+RR][Zephyr],!<hp70 & hp100>,no s2,attack:1769,force_strike:0,skill_1:0,skill_2:0,skill_3:725,team_buff:2380
4974,Mikoto,5星,火,刀,2391,[LC+RR][Sakuya],<connect s1 & hp70>,,attack:1581,force_strike:0,skill_1:2362,skill_2:0,skill_3:1030,team_buff:0
4151,_c_Mikoto,5星,火,刀,2391,[LC+RR][Sakuya],!<connect s1 & hp70>,,attack:1416,force_strike:0,skill_1:1725,skill_2:0,skill_3:1010,team_buff:0
4069,Musashi,4星,风,刀,3134,[RR+CE][Zephyr];dpsrange:(4064~4073),<hp70 & last offense & 0 resist>,,attack:1515,force_strike:0,skill_1:1841,skill_2:0,skill_3:577,team_buff:0,s1_poison:134
3471,_c_Musashi,4星,风,刀,3134,[RR+CE][Zephyr];dpsrange:(3467~3475),!<hp70 & last offense & 0 resist>,,attack:1286,force_strike:0,skill_1:1563,skill_2:0,skill_3:508,team_buff:0,s1_poison:113
4057,Taro,3星,暗,刀,2370,[RR+CE][Shinobi],<hp70>,,attack:894,force_strike:0,skill_1:1821,skill_2:727,skill_3:613,team_buff:0
3480,_c_Taro,3星,暗,刀,2370,[RR+CE][Shinobi],!<hp70>,,attack:767,force_strike:0,skill_1:1562,skill_2:624,skill_3:526,team_buff:0
3885,Althemia,3星,暗,法,2202,[RR+FoG][Shinobi],<hit15 & hp100 & hp70>,,attack:1069,force_strike:0,skill_1:1974,skill_2:841,skill_3:0,team_buff:0
2891,_c_Althemia,3星,暗,法,2202,[RR+FoG][Shinobi],!<hit15 & hp100 & hp70>,,attack:871,force_strike:0,skill_1:1415,skill_2:603,skill_3:0,team_buff:0
3551,Amane,4星,光,法,3119,[RR+FoG][Cupid],<hp70 & hit15>,,attack:1521,force_strike:0,skill_1:1499,skill_2:0,skill_3:530,team_buff:0
3001,_c_Amane,4星,光,法,3119,[RR+FoG][Cupid],!<hp70 & hit15>,,attack:1286,force_strike:0,skill_1:1267,skill_2:0,skill_3:448,team_buff:0
4082,D_Xander,4星,水,法,2395,[RR+FoG][Siren],<hp70 & energy & hit15>,,attack:1117,force_strike:0,skill_1:1841,skill_2:0,skill_3:727,team_buff:308,team_energy:61,s1_energized:25
3313,_c_D_Xander,4星,水,法,2395,[RR+FoG][Siren],!<hp70 & energy & hit15>,,attack:910,force_strike:0,skill_1:1501,skill_2:0,skill_3:593,team_buff:308
3676,Kleimann,4星,暗,法,2219,[RR+FoG][Shinobi],<hp70 & hit15>,,attack:937,force_strike:92,skill_1:1888,skill_2:757,skill_3:0,team_buff:0
2996,_c_Kleimann,4星,暗,法,2219,[RR+FoG][Shinobi],!<hp70 & hit15>,,attack:764,force_strike:75,skill_1:1539,skill_2:617,skill_3:0,team_buff:0
4144,Lily,5星,水,法,2415,[RR+LC][Siren],<hp70 & hp100>,(RR+EoL>RR+LC>RR+CE at hp100;RR+LC=RR+CE at hp70),attack:875,force_strike:0,skill_1:1590,skill_2:914,skill_3:763,team_buff:0
3302,_c_Lily,5星,水,法,2415,[RR+LC][Siren],!<hp70 & hp100>,(RR+EoL>RR+LC>RR+CE at hp100;RR+LC=RR+CE at hp70),attack:697,force_strike:0,skill_1:1267,skill_2:728,skill_3:608,team_buff:0
3617,Lucretia,5星,光,法,3160,[RR+FoG][Cupid],<hp70 & energy & hit15>,,attack:1413,force_strike:0,skill_1:1490,skill_2:0,skill_3:380,team_buff:0,team_energy:164,s1_energized:169
2660,_c_Lucretia,5星,光,法,3160,[RR+FoG][Cupid],!<hp70 & energy & hit15>,,attack:1137,force_strike:0,skill_1:1202,skill_2:0,skill_3:321,team_buff:0
4156,Maribelle,5星,风,法,3051,[RR+FoG][Zephyr],<hit15 & hp100 & hp70>,,attack:1253,force_strike:0,skill_1:1765,skill_2:957,skill_3:0,team_buff:180
3000,_c_Maribelle,5星,风,法,3051,[RR+FoG][Zephyr],!<hit15 & hp100 & hp70>,,attack:1059,force_strike:0,skill_1:1141,skill_2:618,skill_3:0,team_buff:180
3302,Nicolas,3星,风,法,2986,[RR+FoG][Zephyr],<hp70 & hit15>,,attack:1381,force_strike:0,skill_1:1346,skill_2:573,skill_3:0,team_buff:0
2791,_c_Nicolas,3星,风,法,2986,[RR+FoG][Zephyr],!<hp70 & hit15>,,attack:1167,force_strike:0,skill_1:1138,skill_2:485,skill_3:0,team_buff:0
3989,Xania,3星,火,法,2241,[RR+FoG][Sakuya],<hp70 & hit15>,,attack:1116,force_strike:0,skill_1:2045,skill_2:827,skill_3:0,team_buff:0
3251,_c_Xania,3星,火,法,2241,[RR+FoG][Sakuya],!<hp70 & hit15>,,attack:909,force_strike:0,skill_1:1667,skill_2:674,skill_3:0,team_buff:0
4165,D_Cleo,5星,水,匕,2255,[RR+FoG][Siren],<hp70 & energy & hit15 & always connect hits>,,attack:993,force_strike:120,skill_1:1419,skill_2:883,skill_3:0,team_buff:478,team_energy:153,s1_energized:115
3028,_c_D_Cleo,5星,水,匕,2255,[RR+FoG][Siren],!<hp70 & energy & hit15 & always connect hits>,,attack:741,force_strike:90,skill_1:1058,skill_2:659,skill_3:0,team_buff:478
3054,Francesca,3星,风,匕,2939,[RR+FoG][Zephyr],<hp70 & hit15>,,attack:923,force_strike:250,skill_1:956,skill_2:404,skill_3:464,team_buff:55
2590,_c_Francesca,3星,风,匕,2939,[RR+FoG][Zephyr],!<hp70 & hit15>,,attack:780,force_strike:211,skill_1:808,skill_2:342,skill_3:392,team_buff:55
2934,Irfan,3星,光,匕,2900,[RR+FoG][Cupid],<hp70 & hit15>,,attack:1183,force_strike:50,skill_1:1255,skill_2:444,skill_3:0,team_buff:0
