dps,name,star,element,weapon,str,amulets,condition,comment,
2651,Berserker,4星,暗,剑,2149,[RR+FP][Shinobi],<hp70 & last offense>,,attack:733,force_strike:471,skill_1:1446,skill_2:0,skill_3:0,team_buff:0
2462,_c_Berserker,4星,暗,剑,2149,[RR+FP][Shinobi],!<hp70 & last offense>,,attack:679,force_strike:437,skill_1:1345,skill_2:0,skill_3:0,team_buff:0
3415,Euden,4星,火,剑,2272,[RR+FP][Sakuya],<hp70>,,attack:590,force_strike:377,skill_1:1330,skill_2:527,skill_3:421,team_buff:168
3256,_c_Euden,4星,火,剑,2272,[RR+FP][Sakuya],!<hp70>,,attack:561,force_strike:358,skill_1:1265,skill_2:501,skill_3:401,team_buff:168
3765,Karl,4星,火,剑,2246,[RR+FP][Sakuya],<hp70>,,attack:740,force_strike:472,skill_1:1344,skill_2:0,skill_3:567,team_buff:640
3426,_c_Karl,4星,火,剑,2246,[RR+FP][Sakuya],!<hp70>,,attack:659,force_strike:421,skill_1:1198,skill_2:0,skill_3:505,team_buff:640
3448,Naveed,5星,火,剑,2335,[The_Shining_Overlord+Jewels_of_the_Sun][Sakuya],<hp70>,,attack:644,force_strike:250,skill_1:1962,skill_2:0,skill_3:590,team_buff:0
3183,_c_Naveed,5星,火,剑,2335,[The_Shining_Overlord+Jewels_of_the_Sun][Sakuya],!<hp70>,,attack:595,force_strike:231,skill_1:1811,skill_2:0,skill_3:545,team_buff:0
3301,Raemond,3星,光,剑,3026,[RR+FP][Cupid],<hp70>,,attack:877,force_strike:562,skill_1:981,skill_2:493,skill_3:387,team_buff:0
3139,_c_Raemond,3星,光,剑,3026,[RR+FP][Cupid],!<hp70>,,attack:834,force_strike:534,skill_1:932,skill_2:469,skill_3:368,team_buff:0
3576,Rodrigo,3星,暗,剑,2219,[RR+FP][Shinobi],<hp70>,,attack:854,force_strike:452,skill_1:1528,skill_2:740,skill_3:0,team_buff:0
3188,_c_Rodrigo,3星,暗,剑,2219,[RR+FP][Shinobi],!<hp70>,,attack:761,force_strike:403,skill_1:1362,skill_2:660,skill_3:0,team_buff:0
4061,Xander,5星,水,剑,2370,[The_Shining_Overlord+Jewels_of_the_Sun][Siren],<hp70>,c2+fs,attack:530,force_strike:590,skill_1:1586,skill_2:749,skill_3:604,team_buff:0
3749,_c_Xander,5星,水,剑,2370,[The_Shining_Overlord+Jewels_of_the_Sun][Siren],!<hp70>,c2+fs,attack:489,force_strike:545,skill_1:1464,skill_2:691,skill_3:557,team_buff:0
3927,Zardin,3星,水,剑,2230,[The_Shining_Overlord+LC][Siren],<hp70 & hp100>,,attack:775,force_strike:356,skill_1:1600,skill_2:576,skill_3:619,team_buff:0
3365,_c_Zardin,3星,水,剑,2230,[The_Shining_Overlord+LC][Siren],!<hp70 & hp100>,,attack:664,force_strike:305,skill_1:1371,skill_2:493,skill_3:530,team_buff:0
3869,Aoi,3星,火,刀,2334,[RR+CE][Sakuya],<hp70>,,attack:1108,force_strike:0,skill_1:1606,skill_2:722,skill_3:431,team_buff:0
3319,_c_Aoi,3星,火,刀,2334,[RR+CE][Sakuya],!<hp70>,,attack:950,force_strike:0,skill_1:1378,skill_2:620,skill_3:370,team_buff:0
3580,Celliera,4星,水,刀,2326,[RR+Jewels_of_the_Sun][Siren],<hp70>,,attack:1335,force_strike:0,skill_1:2245,skill_2:0,skill_3:0,team_buff:0
2960,_c_Celliera,4星,水,刀,2326,[RR+Jewels_of_the_Sun][Siren],!<hp70>,,attack:1104,force_strike:0,skill_1:1856,skill_2:0,skill_3:0,team_buff:0
3117,H_Edward,3星,光,刀,3041,[RR+CE][Cupid],<hp70 & hp100>,,attack:1401,force_strike:0,skill_1:1245,skill_2:470,skill_3:0,team_buff:0
2591,_c_H_Edward,3星,光,刀,3041,[RR+CE][Cupid],!<hp70 & hp100>,,attack:1165,force_strike:0,skill_1:1035,skill_2:391,skill_3:0,team_buff:0
3270,Jurota,3星,水,刀,2317,[RR+CE][Siren],<hp70>,,attack:1271,force_strike:0,skill_1:1999,skill_2:0,skill_3:0,team_buff:0
2806,_c_Jurota,3星,水,刀,2317,[RR+CE][Siren],!<hp70>,,attack:1091,force_strike:0,skill_1:1715,skill_2:0,skill_3:0,team_buff:0
4775,Melody,3星,风,刀,3040,[Halidom_Grooms+RR][Zephyr],<hp70 & hp100>,no s2,attack:1969,force_strike:0,skill_1:0,skill_2:0,skill_3:693,team_buff:2112
4525,_c_Melody,3星,风,刀,3040,[Halidom_Grooms+RR][Zephyr],!<hp70 & hp100>,no s2,attack:1785,force_strike:0,skill_1:0,skill_2:0,skill_3:628,team_buff:2112
4587,Mikoto,5星,火,刀,2383,[RR+CE][Sakuya],<connect s1 & hp70>,,attack:1602,force_strike:0,skill_1:2074,skill_2:0,skill_3:910,team_buff:0
3589,_c_Mikoto,5星,火,刀,2383,[RR+CE][Sakuya],!<connect s1 & hp70>,,attack:1389,force_strike:0,skill_1:1454,skill_2:0,skill_3:745,team_buff:0
3678,Musashi,4星,风,刀,2936,[RR+CE][Pazuzu],<hp70 & last offense & 0 resist>,,attack:1584,force_strike:0,skill_1:1399,skill_2:0,skill_3:552,team_buff:0,s1_poison:142
2840,_c_Musashi,4星,风,刀,2936,[RR+CE][Pazuzu],!<hp70 & last offense & 0 resist>,,attack:1257,force_strike:0,skill_1:1135,skill_2:0,skill_3:447,team_buff:0,s1_poison:0
3531,Taro,3星,暗,刀,2370,[RR+CE][Shinobi],<hp70>,,attack:952,force_strike:0,skill_1:1410,skill_2:633,skill_3:534,team_buff:0
3029,_c_Taro,3星,暗,刀,2370,[RR+CE][Shinobi],!<hp70>,,attack:817,force_strike:0,skill_1:1210,skill_2:543,skill_3:458,team_buff:0
3885,Althemia,3星,暗,法,2202,[RR+FoG][Shinobi],<hit15 & hp100 & hp70>,,attack:1069,force_strike:0,skill_1:1974,skill_2:841,skill_3:0,team_buff:0
2891,_c_Althemia,3星,暗,法,2202,[RR+FoG][Shinobi],!<hit15 & hp100 & hp70>,,attack:871,force_strike:0,skill_1:1415,skill_2:603,skill_3:0,team_buff:0
3680,Amane,4星,光,法,3119,[RR+FoG][Cupid],<hp70 & hit15>,,attack:1488,force_strike:0,skill_1:1660,skill_2:0,skill_3:532,team_buff:0
3111,_c_Amane,4星,光,法,3119,[RR+FoG][Cupid],!<hp70 & hit15>,,attack:1257,force_strike:0,skill_1:1403,skill_2:0,skill_3:450,team_buff:0
4056,D_Xander,4星,水,法,2395,[RR+FoG][Siren],<hp70 & energy & hit15>,,attack:1128,force_strike:0,skill_1:1834,skill_2:0,skill_3:694,team_buff:305,team_energy:61,s3_energized:31
3286,_c_D_Xander,4星,水,法,2395,[RR+FoG][Siren],!<hp70 & energy & hit15>,,attack:920,force_strike:0,skill_1:1495,skill_2:0,skill_3:566,team_buff:305
3616,Kleimann,4星,暗,法,2219,[RR+FoG][Shinobi],<hp70 & hit15>,,attack:911,force_strike:165,skill_1:1780,skill_2:758,skill_3:0,team_buff:0
2947,_c_Kleimann,4星,暗,法,2219,[RR+FoG][Shinobi],!<hp70 & hit15>,,attack:742,force_strike:134,skill_1:1451,skill_2:618,skill_3:0,team_buff:0
4071,Lily,5星,水,法,2407,[RR+CE][Siren],<hp70 & hp100>,,attack:904,force_strike:0,skill_1:1603,skill_2:922,skill_3:641,team_buff:0
3139,_c_Lily,5星,水,法,2407,[RR+CE][Siren],!<hp70 & hp100>,,attack:697,force_strike:0,skill_1:1236,skill_2:710,skill_3:494,team_buff:0
3651,Lucretia,5星,光,法,3160,[RR+FoG][Cupid],<hp70 & energy & hit15>,,attack:1583,force_strike:0,skill_1:1100,skill_2:0,skill_3:617,team_buff:0,team_energy:112,s3_energized:237
2556,_c_Lucretia,5星,光,法,3160,[RR+FoG][Cupid],!<hp70 & energy & hit15>,,attack:1256,force_strike:0,skill_1:858,skill_2:0,skill_3:441,team_buff:0
4148,Maribelle,5星,风,法,3051,[RR+FoG][Zephyr],<hit15 & hp100 & hp70>,,attack:1253,force_strike:0,skill_1:1765,skill_2:957,skill_3:0,team_buff:172
2991,_c_Maribelle,5星,风,法,3051,[RR+FoG][Zephyr],!<hit15 & hp100 & hp70>,,attack:1059,force_strike:0,skill_1:1141,skill_2:618,skill_3:0,team_buff:172
3302,Nicolas,3星,风,法,2986,[RR+FoG][Zephyr],<hp70 & hit15>,,attack:1381,force_strike:0,skill_1:1346,skill_2:573,skill_3:0,team_buff:0
2791,_c_Nicolas,3星,风,法,2986,[RR+FoG][Zephyr],!<hp70 & hit15>,,attack:1167,force_strike:0,skill_1:1138,skill_2:485,skill_3:0,team_buff:0
3989,Xania,3星,火,法,2241,[RR+FoG][Sakuya],<hp70 & hit15>,,attack:1116,force_strike:0,skill_1:2045,skill_2:827,skill_3:0,team_buff:0
